matrix_id,group,name,exp_idx,n,method,t_embed,r0_fit,r1_fit,n_iter,termination_reason,t_spd,stress,pointwise_stress,distortion,sgs,np_score,alpha,source_shard
2890,ML_Graph,YaleA_10NN,199,165,TorusMDS,0.9955,,,2304.0,tolerance,0.003,0.2700383345812258,0.3106172672630172,0.2214362274018362,0.7081473817515642,0.571880280176318,7.503367,results/suitesparse_normalized_TorusMDS_comparison.csv
6,HB,arc130,0,130,wrap_typescript,1.3029,,,,,0.0024,0.3544324698639524,0.3625121979847645,0.2713439657766689,0.2716552225737151,0.949011536838432,4.989199,results/suitesparse_normalized_wrap_typescript_comparison.csv
8,HB,ash292,1,292,wrap_typescript,8.5901,,,,,0.0069,0.1585621147766944,0.1219288175935098,0.0932651576920746,0.9849065625323024,0.939405261405261,26.97248,results/suitesparse_normalized_wrap_typescript_comparison.csv
15,HB,bcspwr03,2,118,wrap_typescript,1.0241,,,,,0.0013,0.2575275959751638,0.254343197833161,0.1972183276695522,0.8295760325509479,0.5778687973832006,17.157769,results/suitesparse_normalized_wrap_typescript_comparison.csv
16,HB,bcspwr04,3,274,wrap_typescript,5.3445,,,,,0.0065,0.1931761883607345,0.2107079871920745,0.146294731085426,0.9332646476749302,0.5909913478334533,21.270307,results/suitesparse_normalized_wrap_typescript_comparison.csv
26,HB,bcsstk04,4,132,wrap_typescript,0.9258,,,,,0.0034,0.3431364459376945,0.3507206598646487,0.2649006339523285,0.7024490931824144,0.8439723638038297,6.803564,results/suitesparse_normalized_wrap_typescript_comparison.csv
27,HB,bcsstk05,5,153,wrap_typescript,1.2538,,,,,0.0029,0.2843833248153151,0.2808544233063848,0.2081729179054512,0.9153476965675212,0.7894465018732824,14.879531,results/suitesparse_normalized_wrap_typescript_comparison.csv
28,HB,bcsstk06,6,420,wrap_typescript,15.4626,,,,,0.0201,0.139745105672165,0.1763114005562991,0.1010927527765296,0.968415285602248,0.8618451021242107,18.172482,results/suitesparse_normalized_wrap_typescript_comparison.csv
29,HB,bcsstk07,7,420,wrap_typescript,15.5461,,,,,0.0201,0.139745105672165,0.1763114005562991,0.1010927527765296,0.968415285602248,0.8618451021242107,18.172482,results/suitesparse_normalized_wrap_typescript_comparison.csv
44,HB,bcsstk22,8,110,wrap_typescript,0.6327,,,,,0.0012,0.2500771692913425,0.2247052306601671,0.1787351671049321,0.8264236998037469,0.8410938522262047,19.2778,results/suitesparse_normalized_wrap_typescript_comparison.csv
62,HB,bcsstm07,9,420,wrap_typescript,15.412,,,,,0.0191,0.1410991659819772,0.1748429896660419,0.1005926414482321,0.9681618828075864,0.859637046767414,18.088075,results/suitesparse_normalized_wrap_typescript_comparison.csv
93,HB,can_144,10,144,wrap_typescript,1.1056,,,,,0.0016,0.3914206831590069,0.3534124975426667,0.3118898338136943,0.5753169343898952,0.8512508268716371,18.524728,results/suitesparse_normalized_wrap_typescript_comparison.csv
94,HB,can_161,11,161,wrap_typescript,1.4054,,,,,0.0025,0.2179203680150309,0.2455349054270945,0.1692989303336357,0.8131974251516206,0.7461066223078606,12.832776,results/suitesparse_normalized_wrap_typescript_comparison.csv
95,HB,can_187,12,187,wrap_typescript,2.1271,,,,,0.0025,0.3300274202160806,0.3232383366101569,0.2590101214899921,0.713810678237974,0.8493100184129593,22.62591,results/suitesparse_normalized_wrap_typescript_comparison.csv
96,HB,can_229,13,229,wrap_typescript,3.228,,,,,0.0045,0.2318714205521367,0.2694258375533369,0.1770919545074048,0.8389718962628768,0.5856417020372128,14.673834,results/suitesparse_normalized_wrap_typescript_comparison.csv
98,HB,can_256,14,256,wrap_typescript,4.7677,,,,,0.0072,0.2732590342709829,0.2946021877349372,0.2157841252242139,0.6790575487731572,0.644652270016598,7.797221,results/suitesparse_normalized_wrap_typescript_comparison.csv
99,HB,can_268,15,268,wrap_typescript,4.9543,,,,,0.0074,0.2334647395784126,0.2613389574540379,0.1790247085521978,0.7605668664145345,0.6880489324523286,8.383425,results/suitesparse_normalized_wrap_typescript_comparison.csv
100,HB,can_292,16,292,wrap_typescript,6.1984,,,,,0.0079,0.2835659416425353,0.2669342219785048,0.2061876366994763,0.7644837656640988,0.6258767266367748,12.478799,results/suitesparse_normalized_wrap_typescript_comparison.csv
113,HB,dwt_162,17,162,wrap_typescript,1.4413,,,,,0.002,0.1358636628507979,0.1336434415500442,0.0930539514324068,0.9707869456632244,0.9036483516483512,24.75219,results/suitesparse_normalized_wrap_typescript_comparison.csv
114,HB,dwt_193,18,193,wrap_typescript,2.1914,,,,,0.0052,0.2600990933129799,0.2800357611880084,0.1999033906873842,0.820552204987745,0.6811209736448316,9.202148,results/suitesparse_normalized_wrap_typescript_comparison.csv
116,HB,dwt_209,19,209,wrap_typescript,2.6025,,,,,0.0043,0.2536066795140816,0.2547779326255455,0.1906413442080608,0.8654608719786057,0.552970805301352,14.166018,results/suitesparse_normalized_wrap_typescript_comparison.csv
117,HB,dwt_221,20,221,wrap_typescript,3.1212,,,,,0.004,0.1346805159292276,0.1432939722975123,0.0956497367043784,0.9874330179234192,0.8176566787185982,29.143966,results/suitesparse_normalized_wrap_typescript_comparison.csv
118,HB,dwt_234,21,117,wrap_typescript,0.7252,,,,,0.0012,0.2276773917178758,0.2442280551121286,0.1739315179682985,0.88006614639356,0.4610216100548918,16.188238,results/suitesparse_normalized_wrap_typescript_comparison.csv
119,HB,dwt_245,22,245,wrap_typescript,3.9727,,,,,0.005,0.2155494596091488,0.2231612022951479,0.1649936081430609,0.8793873999802306,0.5858998790526345,18.613102,results/suitesparse_normalized_wrap_typescript_comparison.csv
121,HB,dwt_307,23,307,wrap_typescript,6.7729,,,,,0.0079,0.257117102024522,0.2421909280910722,0.181802594213181,0.7367412132007304,0.7939221107670301,17.830798,results/suitesparse_normalized_wrap_typescript_comparison.csv
122,HB,dwt_310,24,310,wrap_typescript,7.1166,,,,,0.0055,0.1100524296537196,0.1096046584189389,0.0724191936301764,0.9947217465232332,0.9401123321123318,42.548777,results/suitesparse_normalized_wrap_typescript_comparison.csv
123,HB,dwt_346,25,340,wrap_typescript,8.9703,,,,,0.0107,0.1670829222564538,0.206077055208586,0.1301254053268055,0.9522921995713068,0.5881433306260732,16.778572,results/suitesparse_normalized_wrap_typescript_comparison.csv
124,HB,dwt_361,26,361,wrap_typescript,10.6034,,,,,0.0092,0.1272552466985138,0.1278223232287652,0.0829261917580453,0.98492955553715,0.964095238095238,33.079265,results/suitesparse_normalized_wrap_typescript_comparison.csv
125,HB,dwt_419,27,419,wrap_typescript,16.3306,,,,,0.0156,0.2277557909128534,0.2030314597839791,0.1624455278680757,0.8833021079871344,0.7976392496392496,25.679386,results/suitesparse_normalized_wrap_typescript_comparison.csv
141,HB,fs_183_1,28,183,wrap_typescript,1.8808,,,,,0.0032,0.3330872124040549,0.3555656464360591,0.2655032220791171,0.5883398950713902,0.7269113186145022,6.362362,results/suitesparse_normalized_wrap_typescript_comparison.csv
142,HB,fs_183_3,29,183,wrap_typescript,1.9111,,,,,0.0037,0.3465501748850237,0.3687222352979661,0.2819688496274363,0.5361241516799171,0.7022255338326134,6.388742,results/suitesparse_normalized_wrap_typescript_comparison.csv
143,HB,fs_183_4,30,183,wrap_typescript,1.9912,,,,,0.0033,0.3465501748850237,0.3687222352979661,0.2819688496274363,0.5361241516799171,0.7022255338326134,6.388742,results/suitesparse_normalized_wrap_typescript_comparison.csv
144,HB,fs_183_6,31,183,wrap_typescript,1.873,,,,,0.0032,0.3388811543127979,0.3582121519107741,0.2713965030274362,0.5687058211732288,0.7124050834705722,6.34792,results/suitesparse_normalized_wrap_typescript_comparison.csv
158,HB,gent113,32,104,wrap_typescript,0.5788,,,,,0.0014,0.2944314614999493,0.3226707359771688,0.2315368263611384,0.6990201114198645,0.5901938307882594,7.706067,results/suitesparse_normalized_wrap_typescript_comparison.csv
161,HB,gre_115,33,115,wrap_typescript,0.7052,,,,,0.0015,0.280230321875806,0.3461880544605526,0.2276039582021483,0.6609081404532946,0.395918720953076,10.333266,results/suitesparse_normalized_wrap_typescript_comparison.csv
162,HB,gre_185,34,185,wrap_typescript,1.9709,,,,,0.0033,0.1299698878482094,0.1768954138537113,0.1053032689204863,0.9652882623143376,0.8040974335344437,15.724061,results/suitesparse_normalized_wrap_typescript_comparison.csv
163,HB,gre_216a,35,216,wrap_typescript,2.858,,,,,0.0041,0.169340873071357,0.2235936684680572,0.1245548508490199,0.9161906745720632,0.5282237531093368,21.807152,results/suitesparse_normalized_wrap_typescript_comparison.csv
164,HB,gre_216b,36,216,wrap_typescript,2.9574,,,,,0.004,0.169340873071357,0.2235936684680572,0.1245548508490199,0.9161906745720632,0.5282237531093368,21.807152,results/suitesparse_normalized_wrap_typescript_comparison.csv
165,HB,gre_343,37,343,wrap_typescript,9.0019,,,,,0.0095,0.1876247045472643,0.2333238387968974,0.1340315795096157,0.8881017073041795,0.4458102745208008,25.667798,results/suitesparse_normalized_wrap_typescript_comparison.csv
167,HB,hor_131,38,434,wrap_typescript,16.9597,,,,,0.0193,0.2762871774259626,0.2819320513438161,0.2026855012204836,0.6965044290051353,0.5405937674334164,13.858529,results/suitesparse_normalized_wrap_typescript_comparison.csv
171,HB,impcol_a,39,206,wrap_typescript,2.6968,,,,,0.0042,0.2431862495666037,0.2913609040164035,0.1984205407825003,0.8651856479132545,0.4037938036416346,12.715358,results/suitesparse_normalized_wrap_typescript_comparison.csv
173,HB,impcol_c,40,137,wrap_typescript,0.9793,,,,,0.002,0.2939653126313996,0.3247110319409044,0.2368529663136267,0.6372601903843089,0.4122053504694946,9.006294,results/suitesparse_normalized_wrap_typescript_comparison.csv
174,HB,impcol_d,41,425,wrap_typescript,16.169,,,,,0.0158,0.3572624129079617,0.3308632427620914,0.2751232961010497,0.5807685457973555,0.4010724357801946,18.35441,results/suitesparse_normalized_wrap_typescript_comparison.csv
175,HB,impcol_e,42,225,wrap_typescript,3.0812,,,,,0.0052,0.2756243804127991,0.2991522747637373,0.2140661490127249,0.8191463007285357,0.5554623759824362,10.74838,results/suitesparse_normalized_wrap_typescript_comparison.csv
188,HB,lns_131,43,102,wrap_typescript,0.5736,,,,,0.0017,0.1879462710033163,0.2281413225889399,0.1465925652922153,0.8904523126854651,0.5885734419170147,11.643976,results/suitesparse_normalized_wrap_typescript_comparison.csv
192,HB,lnsp_131,44,102,wrap_typescript,0.5661,,,,,0.0011,0.1912028235516966,0.2321007919920601,0.148974365696881,0.8860525838260614,0.578101933573268,11.686977,results/suitesparse_normalized_wrap_typescript_comparison.csv
202,HB,lshp_265,45,265,wrap_typescript,4.7167,,,,,0.0058,0.1266200249540064,0.1063798394903739,0.0770714231129869,0.981660468784784,0.9907539682539682,26.483077,results/suitesparse_normalized_wrap_typescript_comparison.csv
203,HB,lshp_406,46,406,wrap_typescript,13.8138,,,,,0.0124,0.1264626657535363,0.1035584345413012,0.0722871682436989,0.980652175206564,0.9795138888888888,32.538743,results/suitesparse_normalized_wrap_typescript_comparison.csv
206,HB,lund_a,47,147,wrap_typescript,1.1555,,,,,0.0027,0.0731825521634315,0.1225202426348196,0.0521198816151394,0.9880792693048296,1.0,14.414305,results/suitesparse_normalized_wrap_typescript_comparison.csv
207,HB,lund_b,48,147,wrap_typescript,1.1674,,,,,0.0026,0.1791867427525157,0.1500730623410754,0.0871289319208414,0.9775554410535776,1.0,14.840604,results/suitesparse_normalized_wrap_typescript_comparison.csv
212,HB,mcca,49,168,wrap_typescript,1.621,,,,,0.0041,0.1922258759672824,0.2472470240779147,0.1558026671591453,0.9116174621974596,0.7262975461232044,12.126133,results/suitesparse_normalized_wrap_typescript_comparison.csv
215,HB,nnc261,50,261,wrap_typescript,4.6883,,,,,0.005,0.2037264967435092,0.2004093480432995,0.1453854266205787,0.9215925827312904,0.6509219700148493,18.070527,results/suitesparse_normalized_wrap_typescript_comparison.csv
217,HB,nos1,51,158,wrap_typescript,1.4155,,,,,0.001,0.1557968863945474,0.126668664745723,0.1144109928291974,0.9914536805224518,1.0,86.836564,results/suitesparse_normalized_wrap_typescript_comparison.csv
220,HB,nos4,52,100,wrap_typescript,0.547,,,,,0.0015,0.2173438070837429,0.1954172442480528,0.1485640268198965,0.9302192010220536,0.7858273506205079,15.076885,results/suitesparse_normalized_wrap_typescript_comparison.csv
229,HB,plat362,53,362,wrap_typescript,10.4858,,,,,0.0139,0.1565433854748261,0.1555742312668828,0.1080053541576442,0.956409961789738,0.9188485269460496,18.261814,results/suitesparse_normalized_wrap_typescript_comparison.csv
239,HB,saylr1,54,238,wrap_typescript,3.6762,,,,,0.0038,0.1197081452742972,0.1400251929983528,0.0907248233506011,0.9754062928165416,1.0,32.366132,results/suitesparse_normalized_wrap_typescript_comparison.csv
251,HB,steam1,55,240,wrap_typescript,3.6915,,,,,0.0058,0.2791688057827046,0.3184071730496018,0.2177860337836452,0.7563383309239138,0.5274803629147055,12.523202,results/suitesparse_normalized_wrap_typescript_comparison.csv
254,HB,str_0,56,363,wrap_typescript,10.5551,,,,,0.0156,0.3398163948100749,0.3601490472551746,0.2676665844871448,0.4280202988695972,0.2985329247221947,7.61938,results/suitesparse_normalized_wrap_typescript_comparison.csv
255,HB,str_200,57,363,wrap_typescript,10.488,,,,,0.0177,0.3377397955303023,0.3627128379355209,0.2681156845961406,0.4760220949021497,0.3514764822443864,7.228768,results/suitesparse_normalized_wrap_typescript_comparison.csv
256,HB,str_400,58,363,wrap_typescript,10.5954,,,,,0.0169,0.3546917930262327,0.3662379928128581,0.2787573887228372,0.3600653077760932,0.3637026649173154,6.83976,results/suitesparse_normalized_wrap_typescript_comparison.csv
257,HB,str_600,59,363,wrap_typescript,10.7534,,,,,0.0176,0.3410149640102343,0.3744001646610679,0.2783925409863947,0.5020493940605327,0.3832567251196381,7.303522,results/suitesparse_normalized_wrap_typescript_comparison.csv
263,HB,west0132,60,132,wrap_typescript,0.9192,,,,,0.0019,0.3271705222284947,0.3709405895779986,0.2670271914413371,0.7049116022333476,0.4671196941561693,10.865227,results/suitesparse_normalized_wrap_typescript_comparison.csv
264,HB,west0156,61,156,wrap_typescript,1.3017,,,,,0.0027,0.314507727533224,0.3550233553531816,0.2545377949596554,0.478764316385913,0.2893440995323108,8.756273,results/suitesparse_normalized_wrap_typescript_comparison.csv
265,HB,west0167,62,167,wrap_typescript,1.5076,,,,,0.0028,0.2890202351178954,0.3279032980945667,0.2335721366578687,0.6415094868698539,0.3933361312251376,8.714005,results/suitesparse_normalized_wrap_typescript_comparison.csv
266,HB,west0381,63,381,wrap_typescript,12.0362,,,,,0.0154,0.380329560453661,0.4098801925889854,0.3073460221895822,0.125977802379621,0.2411318834647165,6.338105,results/suitesparse_normalized_wrap_typescript_comparison.csv
273,HB,will199,64,199,wrap_typescript,2.4421,,,,,0.0042,0.3585721786762673,0.3996453059489253,0.2912183272925633,0.2791622312306978,0.2314573555441949,7.248354,results/suitesparse_normalized_wrap_typescript_comparison.csv
292,Bai,bfwa398,65,398,wrap_typescript,13.313,,,,,0.0143,0.2061915183073658,0.2132406335187512,0.1550391772619979,0.8924102862928853,0.7289817535666112,16.480983,results/suitesparse_normalized_wrap_typescript_comparison.csv
295,Bai,bfwb398,66,209,wrap_typescript,2.5716,,,,,0.0037,0.1333738746226858,0.1798896027101318,0.1048106054099417,0.9667506276463728,0.6307973222369725,16.169609,results/suitesparse_normalized_wrap_typescript_comparison.csv
298,Bai,bwm200,67,200,wrap_typescript,2.2795,,,,,0.0012,0.1349228354385236,0.088430630612302,0.0790770985069948,0.9921710908794352,1.0,106.180246,results/suitesparse_normalized_wrap_typescript_comparison.csv
307,Bai,ck400,68,200,wrap_typescript,2.2697,,,,,0.0019,0.2304141744990682,0.1940567692755393,0.1660208186098145,0.9154887258667088,0.9887777777777776,58.286978,results/suitesparse_normalized_wrap_typescript_comparison.csv
313,Bai,lop163,69,163,wrap_typescript,1.3649,,,,,0.0021,0.142775761891197,0.2182984552544059,0.1108789477201322,0.9765455228341448,0.5379247262967214,22.685123,results/suitesparse_normalized_wrap_typescript_comparison.csv
314,Bai,mhda416,70,409,wrap_typescript,16.114,,,,,0.0181,0.1471531942117684,0.1618877960998443,0.1012679359113966,0.9914910829340506,0.9503723612988318,27.625369,results/suitesparse_normalized_wrap_typescript_comparison.csv
315,Bai,mhdb416,71,102,wrap_typescript,0.5313,,,,,0.001,0.1928110524050633,0.1690687704092535,0.1461929380989263,0.9753489498302432,0.9754468864468864,28.980294,results/suitesparse_normalized_wrap_typescript_comparison.csv
316,Bai,odepa400,72,400,wrap_typescript,12.7728,,,,,0.0032,0.6619071380477104,0.5429799859350805,0.5461675441622151,-0.0044651754174784,0.4951690821256038,295.831809,results/suitesparse_normalized_wrap_typescript_comparison.csv
318,Bai,olm100,73,100,wrap_typescript,0.5474,,,,,0.0008,0.151950769110806,0.1036248624477795,0.0916355173393984,0.9907101863213084,1.0,53.691436,results/suitesparse_normalized_wrap_typescript_comparison.csv
323,Bai,pde225,74,225,wrap_typescript,3.0562,,,,,0.003,0.1091986413706748,0.1349315678783322,0.0877270432371223,0.9765849548200648,1.0,30.869277,results/suitesparse_normalized_wrap_typescript_comparison.csv
327,Bai,qc324,75,324,wrap_typescript,7.8663,,,,,0.1326,0.3559121021457603,0.3550496287692355,0.2629225557167963,0.6262256206172258,0.6949312079844648,5.368147,results/suitesparse_normalized_wrap_typescript_comparison.csv
334,Bai,rw136,76,136,wrap_typescript,0.9388,,,,,0.0017,0.3088228232290195,0.2711793359473477,0.221408346975169,0.8215953017251996,0.5815684670409534,18.283751,results/suitesparse_normalized_wrap_typescript_comparison.csv
337,Bai,tub100,77,100,wrap_typescript,0.5233,,,,,0.0006,0.1628437856574344,0.115549900994935,0.1046542820033158,0.9870868403463328,1.0,54.721007,results/suitesparse_normalized_wrap_typescript_comparison.csv
380,DRIVCAV,cavity01,78,290,wrap_typescript,5.6238,,,,,0.0103,0.2934142462871623,0.2686279171061733,0.2122145054822304,0.7180591873047889,0.709606801852731,8.928498,results/suitesparse_normalized_wrap_typescript_comparison.csv
381,DRIVCAV,cavity02,79,162,wrap_typescript,1.4333,,,,,0.004,0.2909834716098598,0.2683192748002223,0.2098158510015712,0.7224657701329956,0.7480899759639411,6.796391,results/suitesparse_normalized_wrap_typescript_comparison.csv
382,DRIVCAV,cavity03,80,290,wrap_typescript,6.1765,,,,,0.0103,0.3119156665808887,0.2759052636886267,0.2219052405296933,0.6836275762418365,0.6921387550845288,8.93371,results/suitesparse_normalized_wrap_typescript_comparison.csv
383,DRIVCAV,cavity04,81,162,wrap_typescript,1.4533,,,,,0.0039,0.2909834716098598,0.2683192748002223,0.2098158510015712,0.7224657701329956,0.7480899759639411,6.796391,results/suitesparse_normalized_wrap_typescript_comparison.csv
406,FIDAP,ex1,82,216,wrap_typescript,2.8836,,,,,0.0063,0.2466660289107852,0.258927299795698,0.187136358973087,0.8459739543751472,0.8412782749629037,7.75337,results/suitesparse_normalized_wrap_typescript_comparison.csv
416,FIDAP,ex2,83,441,wrap_typescript,17.8249,,,,,0.041,0.2373832571779689,0.2484958108610969,0.1795723129248672,0.8665956322938416,0.840231311766451,7.711571,results/suitesparse_normalized_wrap_typescript_comparison.csv
824,TOKAMAK,utm300,84,300,wrap_typescript,6.4308,,,,,0.0107,0.2280084254808336,0.2395460942211369,0.1709700610124381,0.8354916330179115,0.6491279932870913,10.421176,results/suitesparse_normalized_wrap_typescript_comparison.csv
861,MathWorks,pivtol,85,102,wrap_typescript,0.5624,,,,,0.0005,0.6258487177856195,0.664231037668799,0.530494724262375,-0.0289574803508468,0.3209999999999995,87.950645,results/suitesparse_normalized_wrap_typescript_comparison.csv
875,Pothen,mesh2e1,86,306,wrap_typescript,6.9024,,,,,0.0079,0.2962459122035819,0.2420242643434922,0.1999384953295747,0.681461964803191,0.780647747314414,20.470147,results/suitesparse_normalized_wrap_typescript_comparison.csv
876,Pothen,mesh2em5,87,306,wrap_typescript,6.822,,,,,0.0079,0.2962459122035819,0.2420242643434922,0.1999384953295747,0.681461964803191,0.780647747314414,20.470147,results/suitesparse_normalized_wrap_typescript_comparison.csv
877,Pothen,mesh3e1,88,289,wrap_typescript,5.8415,,,,,0.0053,0.1099147886602895,0.1328223264355134,0.0881289768574534,0.9767397728668984,1.0,35.158874,results/suitesparse_normalized_wrap_typescript_comparison.csv
878,Pothen,mesh3em5,89,289,wrap_typescript,6.0086,,,,,0.0053,0.1099147886602895,0.1328223264355134,0.0881289768574534,0.9767397728668984,1.0,35.158874,results/suitesparse_normalized_wrap_typescript_comparison.csv
884,Pothen,sphere3,90,258,wrap_typescript,4.2525,,,,,0.0047,0.1540606259795394,0.2642504035294578,0.1179106501213346,0.9111834910051154,0.8048297258297257,18.2998,results/suitesparse_normalized_wrap_typescript_comparison.csv
908,vanHeukelum,cage7,91,340,wrap_typescript,8.9595,,,,,0.0109,0.2767577375649455,0.3139829713868199,0.2217309351083906,0.7468254158482119,0.3827076811951457,13.487707,results/suitesparse_normalized_wrap_typescript_comparison.csv
926,FEMLAB,poisson2D,92,367,wrap_typescript,10.8195,,,,,0.012,0.1994484387822437,0.1557525787153554,0.1360480391910384,0.8931618001592154,0.9567301587301584,26.312601,results/suitesparse_normalized_wrap_typescript_comparison.csv
929,FEMLAB,problem1,93,415,wrap_typescript,14.8936,,,,,0.0142,0.1909880846324693,0.1398169094257214,0.1152708953788017,0.9137979452973028,0.990249433106576,27.890129,results/suitesparse_normalized_wrap_typescript_comparison.csv
1112,Sandia,oscil_dcop_01,94,426,wrap_typescript,16.1085,,,,,0.0083,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1113,Sandia,oscil_dcop_02,95,426,wrap_typescript,15.9515,,,,,0.0084,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1114,Sandia,oscil_dcop_03,96,426,wrap_typescript,16.0609,,,,,0.0081,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1115,Sandia,oscil_dcop_04,97,426,wrap_typescript,16.2155,,,,,0.0083,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1116,Sandia,oscil_dcop_05,98,426,wrap_typescript,16.0568,,,,,0.0083,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1117,Sandia,oscil_dcop_06,99,426,wrap_typescript,16.1672,,,,,0.0087,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1118,Sandia,oscil_dcop_07,100,426,wrap_typescript,16.073,,,,,0.0086,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1119,Sandia,oscil_dcop_08,101,426,wrap_typescript,16.0887,,,,,0.0081,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1120,Sandia,oscil_dcop_09,102,426,wrap_typescript,15.9121,,,,,0.0083,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1121,Sandia,oscil_dcop_10,103,426,wrap_typescript,18.101,,,,,0.0081,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1122,Sandia,oscil_dcop_11,104,426,wrap_typescript,16.4727,,,,,0.0082,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1123,Sandia,oscil_dcop_12,105,426,wrap_typescript,18.1589,,,,,0.0081,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1124,Sandia,oscil_dcop_13,106,426,wrap_typescript,16.8871,,,,,0.0081,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1125,Sandia,oscil_dcop_14,107,426,wrap_typescript,17.6757,,,,,0.0083,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1126,Sandia,oscil_dcop_15,108,426,wrap_typescript,16.7705,,,,,0.0082,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1127,Sandia,oscil_dcop_16,109,426,wrap_typescript,16.2986,,,,,0.008,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1128,Sandia,oscil_dcop_17,110,426,wrap_typescript,16.1809,,,,,0.008,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1129,Sandia,oscil_dcop_18,111,426,wrap_typescript,16.3518,,,,,0.0081,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1130,Sandia,oscil_dcop_19,112,426,wrap_typescript,16.2569,,,,,0.008,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1131,Sandia,oscil_dcop_20,113,426,wrap_typescript,16.517,,,,,0.0084,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1132,Sandia,oscil_dcop_21,114,426,wrap_typescript,15.8995,,,,,0.0086,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1133,Sandia,oscil_dcop_22,115,426,wrap_typescript,16.2589,,,,,0.0086,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1134,Sandia,oscil_dcop_23,116,426,wrap_typescript,16.3434,,,,,0.0083,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1135,Sandia,oscil_dcop_24,117,426,wrap_typescript,16.1223,,,,,0.0084,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1136,Sandia,oscil_dcop_25,118,426,wrap_typescript,16.2378,,,,,0.008,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
1137,Sandia,oscil_dcop_26,119,426,wrap_typescript,16.5556,,,,,0.0081,0.2180635137374588,0.2400244062639123,0.1790394605076803,0.8770000124005929,0.6062717770034846,59.705177,results/suitesparse_normalized_wrap_typescript_comparison.csv
