k,exp_idx,n,method,t_embed,r0_fit,r1_fit,n_iter,termination_reason,t_spd,stress,pointwise_stress,distortion,sgs,np_score,alpha,source_shard,theta_fit
5,67,194,wrap_typescript,2.3213,,,,,0.0061,0.3807628495083839,0.3978064036961564,0.3060184267055438,0.1631060524295366,0.7265494272155659,4.814814,results/sbm_normalized_wrap_typescript_comparison.csv,
7,68,657,wrap_typescript,53.8201,,,,,0.2142,0.4041007328689112,0.4341326309916268,0.3278098195990968,0.110552237600974,0.9672356215213352,4.374316,results/sbm_normalized_wrap_typescript_comparison.csv,
6,69,910,wrap_typescript,133.6347,,,,,0.2472,0.420356066337412,0.4607077654060357,0.3411577185403024,0.1035292219167883,0.9943434343434342,4.274979,results/sbm_normalized_wrap_typescript_comparison.csv,
4,70,356,wrap_typescript,10.6944,,,,,0.027,0.3519243383256594,0.3787169508316124,0.2797525345003404,0.2890506657206149,0.9387709749168738,4.494623,results/sbm_normalized_wrap_typescript_comparison.csv,
8,71,705,wrap_typescript,64.0008,,,,,0.1143,0.4053630186034992,0.4382024899479662,0.3280100848771659,0.122597424093557,0.9572786990460028,4.416894,results/sbm_normalized_wrap_typescript_comparison.csv,
3,72,254,wrap_typescript,4.5405,,,,,0.0137,0.3543980470908051,0.3873415497531527,0.2814274324803202,0.2516443642692778,0.9282175791070992,4.483537,results/sbm_normalized_wrap_typescript_comparison.csv,
6,73,110,wrap_typescript,0.6831,,,,,0.0021,0.3397232247946163,0.3813560724781458,0.27916191957914,0.3846945949370712,0.5647238866250701,5.545472,results/sbm_normalized_wrap_typescript_comparison.csv,
8,74,260,wrap_typescript,4.5338,,,,,0.011,0.3936831623839906,0.4141045241656994,0.3178979740616909,0.0999621266767504,0.6766779440143277,4.924483,results/sbm_normalized_wrap_typescript_comparison.csv,
3,75,102,wrap_typescript,0.5891,,,,,0.0019,0.3256592254466149,0.3672317906994446,0.2687583182968899,0.4768798846042379,0.6974651021461723,5.310241,results/sbm_normalized_wrap_typescript_comparison.csv,
4,76,119,wrap_typescript,0.7712,,,,,0.0025,0.3366352626880178,0.3801458348035609,0.2786129998723494,0.4138988905526443,0.6397728983447062,5.41928,results/sbm_normalized_wrap_typescript_comparison.csv,
8,77,187,wrap_typescript,2.0956,,,,,0.0053,0.3642781972988976,0.3951349626138185,0.2975909056970581,0.2586953461322567,0.6004056407111369,5.306389,results/sbm_normalized_wrap_typescript_comparison.csv,
7,78,878,wrap_typescript,118.694,,,,,0.3124,0.4182981968008767,0.4509287298415066,0.3380953578685164,0.1137162137210028,0.989482580911152,4.319742,results/sbm_normalized_wrap_typescript_comparison.csv,
5,79,732,wrap_typescript,72.2483,,,,,0.1407,0.4102577344271226,0.4469572866782857,0.3309736376358395,0.1900927753641832,0.995151515151515,4.270172,results/sbm_normalized_wrap_typescript_comparison.csv,
5,80,240,wrap_typescript,4.1874,,,,,0.0098,0.3724563830938738,0.3917957912283019,0.2988538859675325,0.1980430578816379,0.8015817308457471,4.709859,results/sbm_normalized_wrap_typescript_comparison.csv,
5,81,308,wrap_typescript,7.1206,,,,,0.0179,0.3538406221174267,0.3809033839042076,0.284903678836199,0.2364881901008125,0.8664786076140308,4.642843,results/sbm_normalized_wrap_typescript_comparison.csv,
3,82,596,wrap_typescript,40.5863,,,,,0.203,0.3996268475915004,0.4449995695728614,0.3239609814577531,0.2029081724005789,0.9969696969696968,4.357476,results/sbm_normalized_wrap_typescript_comparison.csv,
6,83,186,wrap_typescript,1.9962,,,,,0.0055,0.3950102266294776,0.4216635925356102,0.321258765284775,0.1149769032180961,0.6142229168660623,5.037017,results/sbm_normalized_wrap_typescript_comparison.csv,
3,84,760,wrap_typescript,80.8341,,,,,0.2098,0.4263341053329616,0.4582443120006685,0.3333947409653893,0.2840208780220399,1.0,4.241985,results/sbm_normalized_wrap_typescript_comparison.csv,
6,85,220,wrap_typescript,3.3445,,,,,0.0078,0.3885674419450224,0.4106882940039867,0.31449175062081,0.1171610961778718,0.7168266681229915,4.840351,results/sbm_normalized_wrap_typescript_comparison.csv,
3,86,206,wrap_typescript,2.7196,,,,,0.0081,0.3555985507558265,0.3790111949470416,0.2854125838358333,0.2813995446245563,0.8573283830028664,4.614701,results/sbm_normalized_wrap_typescript_comparison.csv,
4,87,758,wrap_typescript,79.5192,,,,,0.2636,0.4055184981657274,0.44451100230447,0.3275115716277375,0.1635398989546622,0.9983838383838384,4.255651,results/sbm_normalized_wrap_typescript_comparison.csv,
6,88,465,wrap_typescript,21.4664,,,,,0.0432,0.3773888821130067,0.4054436725270137,0.3022022542908857,0.1302686420729064,0.9295437111097904,4.501024,results/sbm_normalized_wrap_typescript_comparison.csv,
8,89,842,wrap_typescript,105.9534,,,,,0.1767,0.4080162429622329,0.4385200168595448,0.3276411659510917,0.1146894752872247,0.9836259714757504,4.345536,results/sbm_normalized_wrap_typescript_comparison.csv,
8,90,725,wrap_typescript,68.97,,,,,0.1239,0.4183742873199877,0.4593359479098287,0.3367735323271803,0.0684599769119525,0.9674208102484976,4.393955,results/sbm_normalized_wrap_typescript_comparison.csv,
3,91,138,wrap_typescript,1.0952,,,,,0.0034,0.3652820712335341,0.3900008504638921,0.2951778614216146,0.2579700476933487,0.7588575298393025,4.756052,results/sbm_normalized_wrap_typescript_comparison.csv,
7,92,518,wrap_typescript,27.8077,,,,,0.0567,0.3750315752880909,0.4062018553565407,0.2996488787407427,0.1501242354426426,0.9413822423689868,4.478411,results/sbm_normalized_wrap_typescript_comparison.csv,
8,93,248,wrap_typescript,4.1612,,,,,0.0099,0.3906210092530718,0.4139136548902312,0.3163144251417102,0.0932896848760471,0.6819443942118744,4.901757,results/sbm_normalized_wrap_typescript_comparison.csv,
7,94,364,wrap_typescript,10.9636,,,,,0.0249,0.3768622336929842,0.401936684192457,0.3001223883837906,0.1339398886274569,0.8584323735467799,4.602121,results/sbm_normalized_wrap_typescript_comparison.csv,
7,95,156,wrap_typescript,1.3362,,,,,0.0038,0.3602920141959108,0.3931107255816689,0.2940200506883192,0.3026848427673519,0.5693222223827042,5.481993,results/sbm_normalized_wrap_typescript_comparison.csv,
4,96,333,wrap_typescript,8.7364,,,,,0.0239,0.3516453230051117,0.3772195853380996,0.2789912488163031,0.2324246457585021,0.9413335756045615,4.468726,results/sbm_normalized_wrap_typescript_comparison.csv,
3,97,959,wrap_typescript,155.2501,,,,,0.5113,0.4172679879011516,0.4622367960812464,0.3409467492818558,0.1528230278693196,1.0,4.261995,results/sbm_normalized_wrap_typescript_comparison.csv,
6,98,101,wrap_typescript,0.6036,,,,,0.0016,0.3397280021818749,0.377788729411025,0.276973182836946,0.3733850157200227,0.5454789537386264,5.551005,results/sbm_normalized_wrap_typescript_comparison.csv,
6,99,951,wrap_typescript,149.8117,,,,,0.2878,0.4134940412405316,0.4483414866991874,0.3338921502628904,0.1370121415553734,0.995151515151515,4.301708,results/sbm_normalized_wrap_typescript_comparison.csv,
7,100,208,wrap_typescript,2.9023,,,,,0.0066,0.3927969087219286,0.4261027766491427,0.3215854781469806,0.098485858693292,0.6097287356012099,5.052682,results/sbm_normalized_wrap_typescript_comparison.csv,
6,101,470,wrap_typescript,21.3331,,,,,0.0466,0.3521983802793494,0.3871982097634864,0.2822291971179689,0.1998724825405349,0.9464868971643634,4.505755,results/sbm_normalized_wrap_typescript_comparison.csv,
8,102,378,wrap_typescript,12.0807,,,,,0.0262,0.3672351932139371,0.3908036544005236,0.2938381737656359,0.1642660223271006,0.8457024305453151,4.650344,results/sbm_normalized_wrap_typescript_comparison.csv,
3,103,917,wrap_typescript,134.9907,,,,,0.4782,0.4305645588772936,0.4725190955563642,0.3561524643676467,0.2259622908362112,1.0,4.269555,results/sbm_normalized_wrap_typescript_comparison.csv,
6,104,316,wrap_typescript,8.2397,,,,,0.0189,0.3805285663660967,0.4032270246604127,0.3029057333941593,0.1312791290088673,0.8416358685280553,4.614062,results/sbm_normalized_wrap_typescript_comparison.csv,
7,105,150,wrap_typescript,1.3687,,,,,0.0035,0.3663734428820294,0.3986138778505865,0.3010545861115571,0.2658201487751856,0.5553292076137535,5.413639,results/sbm_normalized_wrap_typescript_comparison.csv,
7,106,115,wrap_typescript,0.7363,,,,,0.0021,0.3631149156237209,0.4017825720099705,0.2986712974289594,0.2821151329269628,0.4855939817008718,5.631486,results/sbm_normalized_wrap_typescript_comparison.csv,
4,107,122,wrap_typescript,0.834,,,,,0.0027,0.3431746721997215,0.3800295238678947,0.2827596696427299,0.4028441360563736,0.6759054259876881,5.331567,results/sbm_normalized_wrap_typescript_comparison.csv,
4,108,747,wrap_typescript,77.0873,,,,,0.1665,0.3966806480211475,0.4388049292780264,0.3219536468554793,0.1664846989159542,0.9995959595959596,4.323501,results/sbm_normalized_wrap_typescript_comparison.csv,
3,109,817,wrap_typescript,97.5871,,,,,0.3661,0.4102814863850653,0.4579067220482583,0.3318968032259772,0.1727511325506744,1.0,4.258128,results/sbm_normalized_wrap_typescript_comparison.csv,
4,110,822,wrap_typescript,100.042,,,,,0.2315,0.4108755188862926,0.4609752971828926,0.3295571767448289,0.1272007609506389,0.9991919191919192,4.243395,results/sbm_normalized_wrap_typescript_comparison.csv,
3,111,118,wrap_typescript,0.7729,,,,,0.0027,0.3485456396962002,0.3843310325014156,0.2890802846830137,0.4279547882018832,0.7649167808814948,5.298287,results/sbm_normalized_wrap_typescript_comparison.csv,
7,112,739,wrap_typescript,73.8946,,,,,0.2273,0.4227100499569535,0.457244956249568,0.3410283216135155,0.0821287947514907,0.9830220573077714,4.285247,results/sbm_normalized_wrap_typescript_comparison.csv,
3,113,313,wrap_typescript,7.5931,,,,,0.0206,0.3483807994303404,0.3813866724287967,0.2777552858884973,0.2622131932667406,0.9609877320968996,4.459973,results/sbm_normalized_wrap_typescript_comparison.csv,
5,114,471,wrap_typescript,21.9915,,,,,0.0497,0.3669418520726555,0.3963736259908554,0.2938224058953087,0.2137235439827533,0.9534278616163736,4.471448,results/sbm_normalized_wrap_typescript_comparison.csv,
3,115,513,wrap_typescript,27.2176,,,,,0.0714,0.3787335217218955,0.4202699366555605,0.3031288437665361,0.2281773286166209,0.9933292104720676,4.31125,results/sbm_normalized_wrap_typescript_comparison.csv,
7,116,321,wrap_typescript,8.0282,,,,,0.0182,0.3830545847576696,0.400977612077243,0.3048473171513868,0.127898347859627,0.7948918221028646,4.712697,results/sbm_normalized_wrap_typescript_comparison.csv,
3,117,123,wrap_typescript,0.8236,,,,,0.0028,0.366448664251992,0.3885512763151547,0.2929456443553986,0.2597311086674506,0.7597438460514317,4.775049,results/sbm_normalized_wrap_typescript_comparison.csv,
7,118,157,wrap_typescript,1.4283,,,,,0.004,0.3527460373586862,0.3911656756419482,0.2915418212336103,0.3208381997418848,0.6371989282836766,5.242937,results/sbm_normalized_wrap_typescript_comparison.csv,
6,119,308,wrap_typescript,7.0782,,,,,0.0183,0.3675354958519409,0.3924844396038205,0.2949905010417602,0.2128372121729456,0.8502313383489843,4.614688,results/sbm_normalized_wrap_typescript_comparison.csv,
4,120,152,wrap_typescript,1.2749,,,,,0.0041,0.3871015915644669,0.4103276040491374,0.3145505774558986,0.1518576454838084,0.6664366658169882,4.923294,results/sbm_normalized_wrap_typescript_comparison.csv,
6,121,632,wrap_typescript,48.0425,,,,,0.1901,0.3860245850879399,0.4261593189680427,0.3079436668434325,0.1381321449524707,0.9826221397649963,4.354726,results/sbm_normalized_wrap_typescript_comparison.csv,
5,122,650,wrap_typescript,54.3496,,,,,0.11,0.4030966327037047,0.4425704893883038,0.3267662833891733,0.1681020268322027,0.989486703772418,4.322346,results/sbm_normalized_wrap_typescript_comparison.csv,
5,123,451,wrap_typescript,19.8549,,,,,0.0426,0.3531832034725475,0.3835461632326633,0.2817769014770885,0.2194024682071655,0.9510136235062592,4.486451,results/sbm_normalized_wrap_typescript_comparison.csv,
6,124,116,wrap_typescript,0.781,,,,,0.0021,0.3475695118047094,0.3874584219906919,0.28471439059081,0.3390492144347338,0.5129920122751526,5.637091,results/sbm_normalized_wrap_typescript_comparison.csv,
6,125,240,wrap_typescript,4.2419,,,,,0.0097,0.3797688159365396,0.399322496984236,0.3047728034236638,0.1424080168723558,0.7628541621336226,4.773567,results/sbm_normalized_wrap_typescript_comparison.csv,
5,126,986,wrap_typescript,167.4902,,,,,0.4482,0.4240347262317696,0.4591198975006181,0.3433281201905929,0.1622247342721142,0.9995959595959596,4.261731,results/sbm_normalized_wrap_typescript_comparison.csv,
3,127,305,wrap_typescript,7.0812,,,,,0.0208,0.3427699131220592,0.3761396742219502,0.2730737433562563,0.2931520051778937,0.965089285629504,4.409135,results/sbm_normalized_wrap_typescript_comparison.csv,
8,128,754,wrap_typescript,78.0249,,,,,0.1417,0.415512329909595,0.4479808001817641,0.338714985824332,0.1223519493010478,0.9757265267869092,4.332615,results/sbm_normalized_wrap_typescript_comparison.csv,
4,129,510,wrap_typescript,27.0221,,,,,0.0642,0.3775154421620325,0.4135728065087427,0.2979993241764529,0.2185709335667252,0.9882663368377652,4.305091,results/sbm_normalized_wrap_typescript_comparison.csv,
7,130,629,wrap_typescript,47.3835,,,,,0.0922,0.3806951270176259,0.4198832275696625,0.3052462719455476,0.1432513944639576,0.9669694844510744,4.438218,results/sbm_normalized_wrap_typescript_comparison.csv,
7,131,626,wrap_typescript,46.852,,,,,0.0897,0.383010884393373,0.4172796542846572,0.3040574135665502,0.1451810679759931,0.9658297258297251,4.400637,results/sbm_normalized_wrap_typescript_comparison.csv,
7,132,230,wrap_typescript,3.3886,,,,,0.0085,0.3954668765828867,0.4194860399186094,0.3191804527275078,0.079822120257265,0.674574640921115,4.911079,results/sbm_normalized_wrap_typescript_comparison.csv,
6,133,347,wrap_typescript,9.8571,,,,,0.0227,0.3652676892811955,0.3948187622275721,0.2929300696097446,0.1675880003978479,0.8737299631621444,4.602654,results/sbm_normalized_wrap_typescript_comparison.csv,
4,134,255,wrap_typescript,4.7953,,,,,0.0128,0.3425763237974464,0.3685746417618662,0.2734349588571526,0.3157093601364379,0.8900648510776143,4.585781,results/sbm_normalized_wrap_typescript_comparison.csv,
4,135,555,wrap_typescript,33.6268,,,,,0.0784,0.3796583075141594,0.4182074237100983,0.3029829156410808,0.2034733141899511,0.9862626262626258,4.35389,results/sbm_normalized_wrap_typescript_comparison.csv,
5,136,137,wrap_typescript,1.0216,,,,,0.0031,0.3543640302705661,0.389479349327801,0.2896984317892247,0.3484711270753851,0.6278354805147788,5.377149,results/sbm_normalized_wrap_typescript_comparison.csv,
3,137,662,wrap_typescript,55.493,,,,,0.2507,0.3914873946089521,0.4393718678811685,0.3173001256666324,0.1851085242693664,0.9987878787878788,4.286295,results/sbm_normalized_wrap_typescript_comparison.csv,
3,138,697,wrap_typescript,62.9157,,,,,0.1583,0.4044708106804865,0.4533121151068676,0.3254236234519395,0.1738845653783813,0.9991919191919192,4.299948,results/sbm_normalized_wrap_typescript_comparison.csv,
6,139,954,wrap_typescript,152.6134,,,,,0.3882,0.4209792028134355,0.4555264073530701,0.3407242487577444,0.1111881837905349,0.997979797979798,4.258422,results/sbm_normalized_wrap_typescript_comparison.csv,
6,140,318,wrap_typescript,7.743,,,,,0.0196,0.3727981000055616,0.4028885981057032,0.2999593986665445,0.1385952694062862,0.8192770181418706,4.684024,results/sbm_normalized_wrap_typescript_comparison.csv,
4,141,820,wrap_typescript,96.9457,,,,,0.3275,0.4086205768679674,0.4532077677450392,0.3299200183871092,0.1689488207435703,0.9995959595959596,4.256589,results/sbm_normalized_wrap_typescript_comparison.csv,
3,142,730,wrap_typescript,69.9081,,,,,0.1931,0.3983250827671751,0.4422050786230367,0.3187150750553545,0.2113288925845806,0.9995959595959596,4.235518,results/sbm_normalized_wrap_typescript_comparison.csv,
4,143,196,wrap_typescript,2.352,,,,,0.0067,0.3790672935586554,0.3995130616483291,0.3049129408314656,0.189155400909679,0.7816773025377244,4.728037,results/sbm_normalized_wrap_typescript_comparison.csv,
8,144,372,wrap_typescript,11.4117,,,,,0.0257,0.3789224890466481,0.398937066301413,0.3048166595863845,0.1241434523166584,0.8352253966674407,4.712824,results/sbm_normalized_wrap_typescript_comparison.csv,
8,145,246,wrap_typescript,4.0981,,,,,0.01,0.3890484978459047,0.4157316916905221,0.3156607532697766,0.1144291253883784,0.6808163580464914,4.912425,results/sbm_normalized_wrap_typescript_comparison.csv,
3,146,299,wrap_typescript,6.5129,,,,,0.0198,0.3456734277054744,0.3765578896420969,0.2731157875595562,0.2832453809307205,0.9425839679251228,4.470557,results/sbm_normalized_wrap_typescript_comparison.csv,
4,147,265,wrap_typescript,4.8574,,,,,0.0134,0.352318848806913,0.3764103660181094,0.2825499857894542,0.2689753090255969,0.8845459056277959,4.596204,results/sbm_normalized_wrap_typescript_comparison.csv,
4,148,132,wrap_typescript,0.9206,,,,,0.0029,0.3727358788654875,0.3960661986787638,0.3029965661452792,0.2328774272321112,0.680271353290353,4.940479,results/sbm_normalized_wrap_typescript_comparison.csv,
5,149,483,wrap_typescript,22.4927,,,,,0.0516,0.362043024421471,0.3968877592080329,0.2886300350162771,0.1684379092042636,0.9593048303357574,4.450015,results/sbm_normalized_wrap_typescript_comparison.csv,
6,150,788,wrap_typescript,85.7113,,,,,0.2725,0.4213499952704498,0.4597036874060266,0.3431762169329209,0.1071105068533746,0.9921170892599462,4.345045,results/sbm_normalized_wrap_typescript_comparison.csv,
3,151,109,wrap_typescript,0.6657,,,,,0.0022,0.3663465844024253,0.3897981832588022,0.2974441922345361,0.2587504463174229,0.7254627168118282,4.818325,results/sbm_normalized_wrap_typescript_comparison.csv,
3,152,370,wrap_typescript,11.2509,,,,,0.0318,0.357925443978046,0.3924234869497327,0.2858374072755404,0.2606764187611541,0.9773551419943168,4.431399,results/sbm_normalized_wrap_typescript_comparison.csv,
4,153,340,wrap_typescript,9.0947,,,,,0.024,0.3476000353549867,0.3761621941572653,0.2781829831145868,0.269767852663579,0.928073866691318,4.513414,results/sbm_normalized_wrap_typescript_comparison.csv,
4,154,993,wrap_typescript,166.2668,,,,,0.4972,0.435578978565844,0.4789535457288407,0.3553331620905115,0.1058215240829972,1.0,4.188413,results/sbm_normalized_wrap_typescript_comparison.csv,
4,155,148,wrap_typescript,1.2091,,,,,0.0038,0.3715842287048963,0.3993086577623952,0.3021083279994466,0.2327303916068069,0.7224870805698628,4.836093,results/sbm_normalized_wrap_typescript_comparison.csv,
7,156,566,wrap_typescript,34.9277,,,,,0.0719,0.3827654949169475,0.4153502929686721,0.3071010827280847,0.137147293897416,0.945966198256049,4.452088,results/sbm_normalized_wrap_typescript_comparison.csv,
7,157,387,wrap_typescript,12.3531,,,,,0.0297,0.3652836920746149,0.3916160725001882,0.2923846648454422,0.1856531795344304,0.8681953894377072,4.624925,results/sbm_normalized_wrap_typescript_comparison.csv,
4,158,532,wrap_typescript,30.2207,,,,,0.069,0.3744116573442337,0.410906314984343,0.2997457137611027,0.2206941290168162,0.985642093138411,4.396012,results/sbm_normalized_wrap_typescript_comparison.csv,
8,159,155,wrap_typescript,1.36,,,,,0.0035,0.3618355491879867,0.4011741334376217,0.2980868948592245,0.2701656122493434,0.5233504538687468,5.477676,results/sbm_normalized_wrap_typescript_comparison.csv,
4,160,366,wrap_typescript,10.967,,,,,0.0285,0.3463986633129543,0.3745365516294998,0.2755955611499812,0.2780681513881856,0.9439035380631472,4.487866,results/sbm_normalized_wrap_typescript_comparison.csv,
8,161,792,wrap_typescript,87.1491,,,,,0.1634,0.4187792518694852,0.4486668266559706,0.3370292222506322,0.081550170197481,0.9773654916512056,4.407632,results/sbm_normalized_wrap_typescript_comparison.csv,
4,162,496,wrap_typescript,24.5572,,,,,0.0577,0.3595078264393452,0.3945531921155326,0.2867807243314414,0.2463218953154126,0.9882766439909296,4.362701,results/sbm_normalized_wrap_typescript_comparison.csv,
8,163,149,wrap_typescript,1.2151,,,,,0.0032,0.3602667145640705,0.393496235377187,0.2942877287836196,0.2887442328686711,0.5282024505332525,5.52861,results/sbm_normalized_wrap_typescript_comparison.csv,
6,164,230,wrap_typescript,3.4164,,,,,0.0091,0.3818032033586543,0.4056164191216146,0.3091238811805303,0.1304814045971838,0.7187368673145529,4.850026,results/sbm_normalized_wrap_typescript_comparison.csv,
5,165,878,wrap_typescript,122.3333,,,,,0.353,0.430491042358968,0.4678764704843831,0.3497591978216586,0.1617036002719025,0.9987878787878788,4.286862,results/sbm_normalized_wrap_typescript_comparison.csv,
6,166,325,wrap_typescript,9.0183,,,,,0.0196,0.3689088274909771,0.3921746643403807,0.2929985707287856,0.1655532138711715,0.8489791576495818,4.636431,results/sbm_normalized_wrap_typescript_comparison.csv,
6,167,145,wrap_typescript,1.3087,,,,,0.0034,0.3669421733754651,0.4023862810140785,0.3014334493886199,0.2653240000260309,0.5265834435140856,5.497277,results/sbm_normalized_wrap_typescript_comparison.csv,
3,168,615,wrap_typescript,47.0348,,,,,0.1154,0.3981354958299024,0.4402577595282721,0.3221942770847957,0.1956749904894542,0.9983838383838384,4.283256,results/sbm_normalized_wrap_typescript_comparison.csv,
7,169,166,wrap_typescript,1.6576,,,,,0.0041,0.3566054479076025,0.3897728939104947,0.2925444920888972,0.3150858704139024,0.608836863687802,5.338577,results/sbm_normalized_wrap_typescript_comparison.csv,
3,170,102,wrap_typescript,0.6258,,,,,0.0019,0.3368670605019739,0.3724339348161585,0.2780559020264305,0.4678691643300261,0.7524430039477862,5.320567,results/sbm_normalized_wrap_typescript_comparison.csv,
8,171,520,wrap_typescript,29.5265,,,,,0.058,0.3812902785140273,0.4141114654388138,0.3065522878974592,0.1243453601881755,0.9258942039796229,4.504191,results/sbm_normalized_wrap_typescript_comparison.csv,
4,172,408,wrap_typescript,15.7379,,,,,0.0375,0.347816428924999,0.373726456521046,0.2746376960079585,0.2463195767646465,0.9525404635456176,4.471622,results/sbm_normalized_wrap_typescript_comparison.csv,
3,173,176,wrap_typescript,2.0499,,,,,0.0058,0.3580649420258098,0.3828453999958336,0.2881945884552616,0.2716730422676911,0.8033892541900743,4.708534,results/sbm_normalized_wrap_typescript_comparison.csv,
6,174,247,wrap_typescript,4.2524,,,,,0.0102,0.3859520763210731,0.4025344719931485,0.310500119562111,0.1128713021495348,0.7417544686393276,4.787142,results/sbm_normalized_wrap_typescript_comparison.csv,
3,175,838,wrap_typescript,116.0747,,,,,0.2791,0.463135094694957,0.4975860344544681,0.3785917709876135,0.2454933625742897,0.9991919191919192,4.106364,results/sbm_normalized_wrap_typescript_comparison.csv,
7,176,389,wrap_typescript,14.6126,,,,,0.0294,0.3658641677809345,0.3913213857943498,0.2908516256407206,0.1515174661548071,0.8810974179023623,4.578002,results/sbm_normalized_wrap_typescript_comparison.csv,
4,177,136,wrap_typescript,1.1779,,,,,0.0031,0.3618119532612603,0.393307368532341,0.2989159032422321,0.3519282269199111,0.6998704358325831,5.33672,results/sbm_normalized_wrap_typescript_comparison.csv,
5,178,519,wrap_typescript,31.5294,,,,,0.0591,0.3667611877275967,0.4021505332171108,0.294810382068065,0.2011310958044664,0.9621035239306586,4.427662,results/sbm_normalized_wrap_typescript_comparison.csv,
4,179,219,wrap_typescript,3.4627,,,,,0.0086,0.3576368533914767,0.3827330130480902,0.2877577756404129,0.2607560173363223,0.8154554446156541,4.705267,results/sbm_normalized_wrap_typescript_comparison.csv,
4,180,663,wrap_typescript,60.8418,,,,,0.2141,0.381200061844559,0.4215775890561362,0.3035151313583059,0.1933762719029359,0.9983838383838384,4.314335,results/sbm_normalized_wrap_typescript_comparison.csv,
8,181,299,wrap_typescript,7.1946,,,,,0.0148,0.3949428289741298,0.4204725165331958,0.3187695257929281,0.0615095270885285,0.6930201132369552,4.887167,results/sbm_normalized_wrap_typescript_comparison.csv,
6,182,118,wrap_typescript,0.8901,,,,,0.0021,0.3609379249507672,0.4006680627561235,0.2941582939998217,0.405040037699139,0.5327419107999422,6.319459,results/sbm_normalized_wrap_typescript_comparison.csv,
5,183,380,wrap_typescript,13.651,,,,,0.0288,0.3500267413795165,0.3740113851952359,0.2772888134642743,0.2167182278511381,0.9162783951443738,4.558454,results/sbm_normalized_wrap_typescript_comparison.csv,
8,184,945,wrap_typescript,172.4949,,,,,0.2541,0.4283429037237494,0.4665566565053109,0.3480923192086083,0.06248710898908,0.9935353535353534,4.315949,results/sbm_normalized_wrap_typescript_comparison.csv,
5,185,283,wrap_typescript,6.6764,,,,,0.0144,0.3547666870246162,0.380421733604857,0.2855550565755877,0.2450636861730484,0.8741694803913684,4.594949,results/sbm_normalized_wrap_typescript_comparison.csv,
6,186,170,wrap_typescript,1.8751,,,,,0.0046,0.357999345854184,0.3919685759992437,0.2961330570814564,0.2964897983604854,0.6530313530551795,5.165416,results/sbm_normalized_wrap_typescript_comparison.csv,
3,187,440,wrap_typescript,20.4438,,,,,0.0482,0.3639292634130035,0.4048499411622251,0.2869217797529738,0.2527281033613138,0.9850381364667076,4.40632,results/sbm_normalized_wrap_typescript_comparison.csv,
4,188,121,wrap_typescript,0.9362,,,,,0.0023,0.3557919324326002,0.3883074111748102,0.2920360717660908,0.384979101589416,0.6699047637283467,5.52578,results/sbm_normalized_wrap_typescript_comparison.csv,
7,189,331,wrap_typescript,9.8338,,,,,0.0197,0.3782017885411247,0.4017974633595465,0.3033722826803166,0.1364993058611167,0.8010499427738835,4.748063,results/sbm_normalized_wrap_typescript_comparison.csv,
4,190,109,wrap_typescript,0.7686,,,,,0.002,0.3648196437642957,0.3978006228614758,0.2982719080115162,0.3395932284435312,0.6334300419599974,5.449025,results/sbm_normalized_wrap_typescript_comparison.csv,
3,191,881,wrap_typescript,135.5288,,,,,0.412,0.4403288778024835,0.4845160658870208,0.3606606893850704,0.162122775759335,1.0,4.200123,results/sbm_normalized_wrap_typescript_comparison.csv,
3,192,711,wrap_typescript,74.2215,,,,,0.2558,0.4109031086521497,0.4524019006234538,0.3340083322028577,0.203514388628467,0.9995959595959596,4.216578,results/sbm_normalized_wrap_typescript_comparison.csv,
3,193,246,wrap_typescript,4.8106,,,,,0.0129,0.34424450150409,0.3737960142995811,0.2752996660532056,0.3130045615961986,0.926342716229052,4.518922,results/sbm_normalized_wrap_typescript_comparison.csv,
3,194,666,wrap_typescript,62.4281,,,,,0.1475,0.4017693785250087,0.4433784001691563,0.3209299180845186,0.2095061852788836,0.9993939393939394,4.248484,results/sbm_normalized_wrap_typescript_comparison.csv,
7,195,686,wrap_typescript,67.1357,,,,,0.1132,0.3955792308815591,0.4291014497423729,0.3188855220661357,0.1343748529253043,0.9787693259121824,4.366746,results/sbm_normalized_wrap_typescript_comparison.csv,
5,196,491,wrap_typescript,27.2884,,,,,0.0531,0.3609365697612252,0.3967320483842811,0.2872106773837178,0.1803384900055189,0.9580201712050012,4.443977,results/sbm_normalized_wrap_typescript_comparison.csv,
3,197,664,wrap_typescript,62.141,,,,,0.2378,0.4268671239552076,0.4692485931853057,0.3466701865607586,0.1990303517650711,0.998989898989899,4.308487,results/sbm_normalized_wrap_typescript_comparison.csv,
8,198,560,wrap_typescript,38.8813,,,,,0.0667,0.3833365212089404,0.4173338592429866,0.3065832162771081,0.1412125037121183,0.9335665708571192,4.466514,results/sbm_normalized_wrap_typescript_comparison.csv,
8,199,266,wrap_typescript,5.986,,,,,0.0113,0.3838827899294309,0.4043582769824705,0.3082595697918854,0.1272934882878652,0.7311493518026854,4.841222,results/sbm_normalized_wrap_typescript_comparison.csv,
6,0,433,wrap_python_newdist,2.2694,,,,,0.0387,0.3550086229205509,0.3791984690980743,0.2817967883989031,0.1978011832168045,0.9184355384041836,4.54973,results/sbm_normalized_wrap_python_newdist_comparison.csv,
