k,exp_idx,n,method,t_embed,r0_fit,r1_fit,n_iter,termination_reason,t_spd,stress,pointwise_stress,distortion,sgs,np_score,alpha,source_shard,theta_fit
6,0,433,TorusMDS,4.0753,,,2304.0,tolerance,0.0303,0.3468358808074315,0.3705786133883308,0.2772084194058573,0.2331669326897064,0.9222895142931388,4.56466,results/sbm_normalized_TorusMDS_comparison.csv,
3,1,109,TorusMDS,1.3656,,,3072.0,tolerance,0.0023,0.3164004586757385,0.3549746292130271,0.2603326342612636,0.4798048442309867,0.7815769431916668,4.945803,results/sbm_normalized_TorusMDS_comparison.csv,
6,2,650,TorusMDS,1.5201,,,3072.0,tolerance,0.1647,0.3464328759742734,0.3789195818029132,0.2734181616139266,0.2155608300045771,0.9807915893630176,4.456423,results/sbm_normalized_TorusMDS_comparison.csv,
8,3,404,TorusMDS,1.0785,,,2304.0,tolerance,0.0237,0.3587954893920502,0.3864105145594063,0.288446995273371,0.2201896912976524,0.8710127547658248,4.669941,results/sbm_normalized_TorusMDS_comparison.csv,
6,4,349,TorusMDS,1.0406,,,2304.0,tolerance,0.0175,0.3462235902240568,0.3785922686754949,0.2797824869611882,0.2780292476782046,0.8716888312971622,4.706519,results/sbm_normalized_TorusMDS_comparison.csv,
7,5,654,TorusMDS,1.1611,,,2304.0,tolerance,0.0799,0.3456163257628476,0.3736823331177397,0.2734851038033805,0.2221993861537259,0.968616567526729,4.509561,results/sbm_normalized_TorusMDS_comparison.csv,
6,6,720,TorusMDS,1.1818,,,2304.0,tolerance,0.1999,0.3424962186073846,0.3734924358753774,0.2699931975791365,0.2363312045574971,0.9868480725623582,4.448903,results/sbm_normalized_TorusMDS_comparison.csv,
8,7,536,TorusMDS,1.2124,,,2304.0,tolerance,0.0465,0.357706491290551,0.3883058604214337,0.2857530775978377,0.1724173587036653,0.9144720320180548,4.567559,results/sbm_normalized_TorusMDS_comparison.csv,
3,8,729,TorusMDS,1.6512,,,3328.0,tolerance,0.1449,0.3490392514260651,0.386263834751024,0.2762795940191819,0.2664057000284128,0.9995959595959596,4.348057,results/sbm_normalized_TorusMDS_comparison.csv,
5,9,199,TorusMDS,1.2883,,,2944.0,tolerance,0.0051,0.3389551236161764,0.371303808664075,0.2778753623640616,0.3551188115155591,0.7568014659846797,4.961514,results/sbm_normalized_TorusMDS_comparison.csv,
3,10,106,TorusMDS,1.0047,,,2304.0,tolerance,0.0015,0.3186478461675751,0.3584154723436015,0.2627569409124167,0.4802332856442293,0.7676882008273792,4.980634,results/sbm_normalized_TorusMDS_comparison.csv,
6,11,468,TorusMDS,1.0811,,,2304.0,tolerance,0.0353,0.3417164775039311,0.3730890905291491,0.2708629998380105,0.2529052689767903,0.9469396069893116,4.517113,results/sbm_normalized_TorusMDS_comparison.csv,
7,12,412,TorusMDS,1.0762,,,2304.0,tolerance,0.0248,0.3549460869548259,0.3810150776790627,0.2848231757581382,0.2100008617066417,0.8868303353657315,4.639776,results/sbm_normalized_TorusMDS_comparison.csv,
7,13,993,TorusMDS,1.4141,,,2304.0,tolerance,0.3476,0.349743227823415,0.3857368327053603,0.275848545241052,0.1730809040685914,0.9963574520717376,4.410038,results/sbm_normalized_TorusMDS_comparison.csv,
8,14,484,TorusMDS,1.0943,,,2304.0,tolerance,0.0361,0.3543920596386366,0.3821952341975668,0.2850846035474737,0.1937903545160558,0.9040712790141824,4.580154,results/sbm_normalized_TorusMDS_comparison.csv,
7,15,488,TorusMDS,1.1112,,,2304.0,tolerance,0.0376,0.354085284693369,0.3828560288053051,0.2833487954875777,0.2051040597686884,0.9235491467569495,4.580699,results/sbm_normalized_TorusMDS_comparison.csv,
6,16,136,TorusMDS,1.472,,,3328.0,tolerance,0.0021,0.3258451119529985,0.3678364315335142,0.2663426469478041,0.4195725013265431,0.5742581676724126,5.578417,results/sbm_normalized_TorusMDS_comparison.csv,
5,17,335,TorusMDS,1.0405,,,2304.0,tolerance,0.0166,0.3381700151804668,0.3681403631743536,0.2693942039869257,0.299330764715648,0.9126969049653268,4.570815,results/sbm_normalized_TorusMDS_comparison.csv,
7,18,306,TorusMDS,1.1624,,,2432.0,tolerance,0.0125,0.3594736197495835,0.3905386435716055,0.2926438022257751,0.2446975497992779,0.821697186243975,4.736471,results/sbm_normalized_TorusMDS_comparison.csv,
6,19,859,TorusMDS,1.2605,,,2304.0,tolerance,0.2678,0.3466981447079174,0.3851068645547957,0.2727362007008654,0.1904345611843528,0.9967676767676766,4.429877,results/sbm_normalized_TorusMDS_comparison.csv,
4,20,372,TorusMDS,1.3538,,,2944.0,tolerance,0.0228,0.3384858625477482,0.3649747009304116,0.2680890034353942,0.2905155330829476,0.9612462729546668,4.465895,results/sbm_normalized_TorusMDS_comparison.csv,
6,21,392,TorusMDS,1.0604,,,2304.0,tolerance,0.0227,0.3425567091052464,0.3729102419477668,0.2741052430459647,0.2727116236296942,0.9045370391964668,4.577297,results/sbm_normalized_TorusMDS_comparison.csv,
4,22,246,TorusMDS,1.0356,,,2304.0,tolerance,0.0085,0.3360094998351332,0.3695475366527191,0.2719170605654522,0.3345636463640848,0.8769912451081749,4.631658,results/sbm_normalized_TorusMDS_comparison.csv,
7,23,168,TorusMDS,1.3968,,,3200.0,tolerance,0.0032,0.3439085148154199,0.3796172085541733,0.2827328019776943,0.3403496071087288,0.6255705183730449,5.279124,results/sbm_normalized_TorusMDS_comparison.csv,
5,24,121,TorusMDS,1.0049,,,2304.0,tolerance,0.0018,0.3235453179575824,0.3667832294430717,0.2656315769050959,0.4422794804679009,0.6848787895459573,5.223559,results/sbm_normalized_TorusMDS_comparison.csv,
4,25,612,TorusMDS,1.2381,,,2432.0,tolerance,0.0791,0.3426119055904977,0.3764944770775792,0.2707908382904111,0.2561554804672074,0.9983838383838384,4.388059,results/sbm_normalized_TorusMDS_comparison.csv,
3,26,752,TorusMDS,1.4272,,,2560.0,tolerance,0.1557,0.3439741139152099,0.3843855461664504,0.2691620579328592,0.2576082795620347,0.998989898989899,4.430102,results/sbm_normalized_TorusMDS_comparison.csv,
6,27,216,TorusMDS,1.0188,,,2304.0,tolerance,0.0058,0.3365942712533016,0.3749199394807647,0.2786424424399939,0.3714869509086621,0.6959705511168065,5.144712,results/sbm_normalized_TorusMDS_comparison.csv,
8,28,282,TorusMDS,1.0631,,,2304.0,tolerance,0.0103,0.3588410324293529,0.3850602169343732,0.2925325005220095,0.2579626741321923,0.7370454187110173,4.921156,results/sbm_normalized_TorusMDS_comparison.csv,
7,29,170,TorusMDS,1.0648,,,2432.0,tolerance,0.0032,0.3409418029129505,0.3806510301910479,0.2804913831630231,0.3558979666171457,0.6086790275886989,5.363938,results/sbm_normalized_TorusMDS_comparison.csv,
8,30,253,TorusMDS,1.063,,,2304.0,tolerance,0.008,0.3603121590219497,0.3934412795188456,0.2940879132247618,0.2603464473940564,0.7158705288723834,5.023544,results/sbm_normalized_TorusMDS_comparison.csv,
6,31,123,TorusMDS,1.0103,,,2304.0,tolerance,0.0019,0.3330981368675318,0.3793550444935638,0.2741041709811828,0.400000822706052,0.615407242092229,5.411297,results/sbm_normalized_TorusMDS_comparison.csv,
8,32,198,TorusMDS,1.188,,,2688.0,tolerance,0.0046,0.3454920559578586,0.3826737201966446,0.2835993313683141,0.3378201414650302,0.6246068845276375,5.287416,results/sbm_normalized_TorusMDS_comparison.csv,
7,33,158,TorusMDS,0.9911,,,2304.0,tolerance,0.0031,0.3245020220115908,0.3636039278285513,0.2658481530770618,0.4230166946388481,0.5892538398483227,5.520979,results/sbm_normalized_TorusMDS_comparison.csv,
6,34,231,TorusMDS,1.0408,,,2304.0,tolerance,0.0067,0.342089271332539,0.3720888151178165,0.2796284674374173,0.3186540980773915,0.7548922271529034,4.921699,results/sbm_normalized_TorusMDS_comparison.csv,
7,35,425,TorusMDS,1.0812,,,2304.0,tolerance,0.0268,0.355722623787494,0.3785313138214244,0.2844063825251425,0.2412104091519307,0.9029129395550342,4.63167,results/sbm_normalized_TorusMDS_comparison.csv,
5,36,275,TorusMDS,1.0446,,,2304.0,tolerance,0.0102,0.341151366736314,0.3695414851820921,0.2775939237971216,0.3303181228656873,0.8493002254637809,4.739229,results/sbm_normalized_TorusMDS_comparison.csv,
3,37,316,TorusMDS,1.3479,,,2816.0,tolerance,0.0165,0.3412558819529843,0.3701882991210551,0.2721980545465814,0.2974122409009743,0.9697932153961236,4.463273,results/sbm_normalized_TorusMDS_comparison.csv,
5,38,417,TorusMDS,1.2192,,,2560.0,tolerance,0.0277,0.3382306106039371,0.3645658665493208,0.2692263222274919,0.2852023297437435,0.9280403858780182,4.552539,results/sbm_normalized_TorusMDS_comparison.csv,
3,39,889,TorusMDS,1.3184,,,2304.0,tolerance,0.3381,0.344899897435368,0.3866536717417449,0.2727345344950673,0.2494865031922258,1.0,4.40203,results/sbm_normalized_TorusMDS_comparison.csv,
5,40,572,TorusMDS,1.2391,,,2304.0,tolerance,0.0614,0.3332184100070308,0.361542771522043,0.2606286485010728,0.2880639784244179,0.9833867605148896,4.466537,results/sbm_normalized_TorusMDS_comparison.csv,
4,41,338,TorusMDS,1.0568,,,2304.0,tolerance,0.0177,0.336266904396962,0.3617125074307021,0.265611214833958,0.3186524179968731,0.9355557968259992,4.52194,results/sbm_normalized_TorusMDS_comparison.csv,
4,42,259,TorusMDS,1.1646,,,2560.0,tolerance,0.0094,0.3349318327007962,0.364976364125737,0.2707358808254824,0.3451402154682583,0.8883733259448531,4.622202,results/sbm_normalized_TorusMDS_comparison.csv,
8,43,514,TorusMDS,1.5384,,,3200.0,tolerance,0.0415,0.3526652813110167,0.379873119325543,0.2818950114943014,0.1836595826911939,0.925024974922802,4.568847,results/sbm_normalized_TorusMDS_comparison.csv,
3,44,130,TorusMDS,1.0254,,,2304.0,tolerance,0.0023,0.3217494974581287,0.3603489915152462,0.2644698830089902,0.4499791561529046,0.7985127660763943,4.859715,results/sbm_normalized_TorusMDS_comparison.csv,
7,45,846,TorusMDS,1.3309,,,2304.0,tolerance,0.1583,0.3464226126788758,0.3774824539167052,0.2727169839523084,0.1968005811397647,0.9852484023912592,4.469966,results/sbm_normalized_TorusMDS_comparison.csv,
3,46,103,TorusMDS,1.0183,,,2304.0,tolerance,0.0015,0.3142714521623775,0.3543481545569659,0.2593111871137784,0.4800792244059732,0.7750537177820519,4.971437,results/sbm_normalized_TorusMDS_comparison.csv,
7,47,957,TorusMDS,1.3885,,,2304.0,tolerance,0.3337,0.3539237267881348,0.392041132619972,0.2796307746986468,0.1571144069106613,0.991919191919192,4.434248,results/sbm_normalized_TorusMDS_comparison.csv,
6,48,140,TorusMDS,1.0313,,,2304.0,tolerance,0.0024,0.3352771928163758,0.3793399224405926,0.2798193917669468,0.3719546147800719,0.6284000953165856,5.284532,results/sbm_normalized_TorusMDS_comparison.csv,
5,49,776,TorusMDS,1.2268,,,2304.0,tolerance,0.1392,0.3452979799963758,0.3796697907596577,0.2702654006153052,0.2334358349758658,0.9947474747474746,4.423837,results/sbm_normalized_TorusMDS_comparison.csv,
4,50,301,TorusMDS,1.155,,,2432.0,tolerance,0.0135,0.3353409047089989,0.3639715250528158,0.2688152964510321,0.3385994775963618,0.9184072333874832,4.547286,results/sbm_normalized_TorusMDS_comparison.csv,
3,51,633,TorusMDS,1.3406,,,2560.0,tolerance,0.0983,0.3462051766180178,0.3847882012789861,0.2696869852728545,0.2704624116048174,0.9991919191919192,4.379258,results/sbm_normalized_TorusMDS_comparison.csv,
5,52,184,TorusMDS,1.6092,,,3712.0,tolerance,0.0041,0.333758534670581,0.3726720538597989,0.2747315471967644,0.3917461774725059,0.7584538250664827,4.973903,results/sbm_normalized_TorusMDS_comparison.csv,
3,53,277,TorusMDS,1.2417,,,2688.0,tolerance,0.012,0.3349796206270058,0.3629827351032639,0.2655959969978406,0.342715751832705,0.9506440063724074,4.473268,results/sbm_normalized_TorusMDS_comparison.csv,
7,54,109,TorusMDS,1.0331,,,2304.0,tolerance,0.0014,0.3301351467516194,0.37407617181534,0.2686118766912365,0.4194063478564178,0.5685378134515594,5.592544,results/sbm_normalized_TorusMDS_comparison.csv,
6,55,411,TorusMDS,1.0875,,,2304.0,tolerance,0.1348,0.3449165884506178,0.3712435821162982,0.2759552681355899,0.2685646474206714,0.920651216837186,4.541023,results/sbm_normalized_TorusMDS_comparison.csv,
4,56,523,TorusMDS,1.3752,,,2816.0,tolerance,0.0527,0.3418711396664655,0.3716398804612595,0.2687830224073423,0.2799155410815964,0.9864605236033804,4.437433,results/sbm_normalized_TorusMDS_comparison.csv,
3,57,572,TorusMDS,1.2272,,,2432.0,tolerance,0.0754,0.3411416192161247,0.3812044777768826,0.2664234438044794,0.2569852428359606,0.9983838383838384,4.417475,results/sbm_normalized_TorusMDS_comparison.csv,
4,58,849,TorusMDS,1.3721,,,2304.0,tolerance,0.2909,0.3435974539772208,0.3806879994879235,0.2692329877295446,0.23390709046028,1.0,4.38508,results/sbm_normalized_TorusMDS_comparison.csv,
6,59,693,TorusMDS,1.1778,,,2304.0,tolerance,0.0962,0.348519891971177,0.3761441708150954,0.2763959727455322,0.212853703723912,0.9846257228289628,4.466452,results/sbm_normalized_TorusMDS_comparison.csv,
4,60,220,TorusMDS,1.0234,,,2304.0,tolerance,0.0066,0.3334049109365974,0.3685038148722906,0.2733022814397414,0.3629764945206463,0.8432138581129216,4.726684,results/sbm_normalized_TorusMDS_comparison.csv,
3,61,924,TorusMDS,1.4437,,,2304.0,tolerance,0.3741,0.3489433873368074,0.3971585011278333,0.2759065631667255,0.2239386020481061,1.0,4.331257,results/sbm_normalized_TorusMDS_comparison.csv,
4,62,181,TorusMDS,1.0119,,,2304.0,tolerance,0.0042,0.3248874110126663,0.3578245522756867,0.267613701752973,0.4149365561233623,0.8041420590027084,4.85403,results/sbm_normalized_TorusMDS_comparison.csv,
4,63,772,TorusMDS,1.2192,,,2304.0,tolerance,0.1474,0.3429756853817124,0.3752883348342708,0.2687517377202094,0.2454191335021799,0.9983838383838384,4.387463,results/sbm_normalized_TorusMDS_comparison.csv,
7,64,133,TorusMDS,1.4857,,,3328.0,tolerance,0.002,0.3312328052845119,0.37266749085536,0.2717949694594722,0.3936615328117878,0.5407338630627033,5.615895,results/sbm_normalized_TorusMDS_comparison.csv,
8,65,385,TorusMDS,1.5151,,,3328.0,tolerance,0.0208,0.3622904465015262,0.3907429497474693,0.2928007428715315,0.2067727519853907,0.842394384027787,4.734461,results/sbm_normalized_TorusMDS_comparison.csv,
3,66,645,TorusMDS,1.4612,,,2944.0,tolerance,0.1037,0.3417888626150676,0.3814246637145356,0.2679892348010252,0.2473654659058788,0.9983838383838384,4.446922,results/sbm_normalized_TorusMDS_comparison.csv,
5,67,194,TorusMDS,1.1055,,,2560.0,tolerance,0.0047,0.3363757986671159,0.3733622143503512,0.2785115466964712,0.3668376945075019,0.7659834349318112,4.924222,results/sbm_normalized_TorusMDS_comparison.csv,
7,68,657,TorusMDS,1.2309,,,2304.0,tolerance,0.1935,0.3521370382886654,0.3813019437097636,0.2787367727577674,0.1879141941898858,0.96802708337318,4.512434,results/sbm_normalized_TorusMDS_comparison.csv,
6,69,910,TorusMDS,1.2678,,,2304.0,tolerance,0.2021,0.3520022530743673,0.3902058266132359,0.2797689491039941,0.1652768038586505,0.9943434343434342,4.435807,results/sbm_normalized_TorusMDS_comparison.csv,
4,70,356,TorusMDS,1.1597,,,2560.0,tolerance,0.0199,0.3470890975508549,0.3755343660659154,0.2779321366835083,0.2953061732931589,0.9395155256865246,4.542252,results/sbm_normalized_TorusMDS_comparison.csv,
8,71,705,TorusMDS,1.1633,,,2304.0,tolerance,0.195,0.3623214340107663,0.3923352460238998,0.2879637828675621,0.1805049565788066,0.9567037724180574,4.4833,results/sbm_normalized_TorusMDS_comparison.csv,
3,72,254,TorusMDS,1.0434,,,2304.0,tolerance,0.01,0.3429725308067519,0.3752635692786123,0.2755679047485537,0.3111298445591847,0.9291335921816706,4.505573,results/sbm_normalized_TorusMDS_comparison.csv,
6,73,110,TorusMDS,1.0262,,,2304.0,tolerance,0.0014,0.3249026967614382,0.3665749679070832,0.2673099933576942,0.4339761434901308,0.5833108738259274,5.54162,results/sbm_normalized_TorusMDS_comparison.csv,
8,74,260,TorusMDS,1.0663,,,2304.0,tolerance,0.0082,0.3622277018836835,0.3977648025010122,0.2990322747437195,0.2428238720809565,0.7085835604340572,4.976191,results/sbm_normalized_TorusMDS_comparison.csv,
3,75,102,TorusMDS,0.9936,,,2304.0,tolerance,0.0014,0.2993309455251899,0.3475376690152642,0.2479677416274629,0.5512924578472199,0.7266603379611588,5.238769,results/sbm_normalized_TorusMDS_comparison.csv,
4,76,119,TorusMDS,1.2907,,,2944.0,tolerance,0.0017,0.320198078993997,0.3641180233099195,0.2646740186297968,0.4514099890565353,0.6605306665270841,5.310457,results/sbm_normalized_TorusMDS_comparison.csv,
8,77,187,TorusMDS,1.1307,,,2560.0,tolerance,0.004,0.3474156770460692,0.3831021824411943,0.2861183827979505,0.3368795656326769,0.6255863556346466,5.318651,results/sbm_normalized_TorusMDS_comparison.csv,
7,78,878,TorusMDS,1.6024,,,3072.0,tolerance,0.1759,0.3471342628775428,0.3788587465633219,0.2727746218077899,0.1962396509490021,0.989482580911152,4.476383,results/sbm_normalized_TorusMDS_comparison.csv,
5,79,732,TorusMDS,1.2864,,,2304.0,tolerance,0.1201,0.3414209685427554,0.3735428839456238,0.2691877802285776,0.2599400470426579,0.9953514739229024,4.412895,results/sbm_normalized_TorusMDS_comparison.csv,
5,80,240,TorusMDS,1.0547,,,2304.0,tolerance,0.0078,0.3411701132802435,0.3711611689848123,0.2769922379737481,0.337214512460718,0.8240638959417894,4.807719,results/sbm_normalized_TorusMDS_comparison.csv,
5,81,308,TorusMDS,1.2747,,,2688.0,tolerance,0.0138,0.3352750749132591,0.3658789334851449,0.2692123696641477,0.3240628754136495,0.8810671104670618,4.7022,results/sbm_normalized_TorusMDS_comparison.csv,
3,82,596,TorusMDS,1.6098,,,3200.0,tolerance,0.0844,0.3489185725553809,0.3857761279501729,0.2744254783181463,0.2618223238383023,0.996967635539064,4.340884,results/sbm_normalized_TorusMDS_comparison.csv,
6,83,186,TorusMDS,1.0039,,,2304.0,tolerance,0.0041,0.3446340256152793,0.3835078101217967,0.284684016818127,0.3337098033343227,0.6705508301118686,5.140857,results/sbm_normalized_TorusMDS_comparison.csv,
3,84,760,TorusMDS,1.257,,,2304.0,tolerance,0.1592,0.3486707103729039,0.3825013907598887,0.2719238688304609,0.2859150142780627,1.0,4.34475,results/sbm_normalized_TorusMDS_comparison.csv,
6,85,220,TorusMDS,1.4744,,,3328.0,tolerance,0.006,0.3432088006647092,0.3743135813792115,0.2828054337731336,0.3201209347615327,0.7491063346502408,4.92876,results/sbm_normalized_TorusMDS_comparison.csv,
3,86,206,TorusMDS,1.0378,,,2304.0,tolerance,0.0061,0.3368024995135391,0.3680843051753973,0.2736782660872573,0.3941033299167781,0.8701851914618155,4.678327,results/sbm_normalized_TorusMDS_comparison.csv,
4,87,758,TorusMDS,1.3221,,,2304.0,tolerance,0.2367,0.3446749367906812,0.3769442176425283,0.270316653878963,0.2467668802606979,0.9983838383838384,4.393686,results/sbm_normalized_TorusMDS_comparison.csv,
6,88,465,TorusMDS,1.4903,,,3200.0,tolerance,0.0348,0.3441144122995703,0.3689388336655957,0.2743981808520794,0.2617548966480548,0.9370656729908649,4.554556,results/sbm_normalized_TorusMDS_comparison.csv,
8,89,842,TorusMDS,1.3261,,,2304.0,tolerance,0.1506,0.3507813650927536,0.3816978063965624,0.2772803960541324,0.1686732378957638,0.9858234140266536,4.48014,results/sbm_normalized_TorusMDS_comparison.csv,
8,90,725,TorusMDS,1.1759,,,2304.0,tolerance,0.2038,0.3595584205856708,0.3930186223870862,0.2856067204285173,0.1306409105134484,0.9679782410012616,4.46324,results/sbm_normalized_TorusMDS_comparison.csv,
3,91,138,TorusMDS,1.2092,,,2688.0,tolerance,0.0026,0.3216094752074806,0.3596447539165018,0.2644290349897623,0.4509841353248574,0.8119175150443487,4.830911,results/sbm_normalized_TorusMDS_comparison.csv,
7,92,518,TorusMDS,1.4001,,,2816.0,tolerance,0.0441,0.3472018694446369,0.3784432585454941,0.2777660207309373,0.2378664789130396,0.9471951384218622,4.540422,results/sbm_normalized_TorusMDS_comparison.csv,
8,93,248,TorusMDS,1.3294,,,2944.0,tolerance,0.0074,0.3539102580098163,0.3877190879212797,0.2893001055373903,0.2847213205710064,0.7248850957673298,5.00947,results/sbm_normalized_TorusMDS_comparison.csv,
7,94,364,TorusMDS,1.1241,,,2432.0,tolerance,0.0192,0.3487848782542018,0.3776747930904455,0.280504844546207,0.2397259440218553,0.8680055107119717,4.663888,results/sbm_normalized_TorusMDS_comparison.csv,
7,95,156,TorusMDS,0.9994,,,2304.0,tolerance,0.0028,0.3410741765607953,0.3867618775027477,0.2808297889872553,0.3532199703852443,0.5967797124461087,5.399142,results/sbm_normalized_TorusMDS_comparison.csv,
4,96,333,TorusMDS,1.0304,,,2304.0,tolerance,0.0174,0.340133654315836,0.3681185669687784,0.2678497056582118,0.2947114512385156,0.9461184849480324,4.485027,results/sbm_normalized_TorusMDS_comparison.csv,
3,97,959,TorusMDS,1.5264,,,2304.0,tolerance,0.4158,0.3504039441565336,0.3915999629944285,0.275383910327316,0.2369098868374478,1.0,4.360563,results/sbm_normalized_TorusMDS_comparison.csv,
6,98,101,TorusMDS,1.0106,,,2304.0,tolerance,0.0022,0.3247195021796937,0.3654246635538554,0.2656170614609275,0.4423244268695031,0.5730034365986024,5.603668,results/sbm_normalized_TorusMDS_comparison.csv,
6,99,951,TorusMDS,1.3624,,,2304.0,tolerance,0.2277,0.3435601469550729,0.3793724596035536,0.270634578554371,0.1938355882902951,0.995151515151515,4.459109,results/sbm_normalized_TorusMDS_comparison.csv,
7,100,208,TorusMDS,1.2031,,,2688.0,tolerance,0.005,0.3482314412409196,0.3833000814322643,0.2882983250295921,0.3252406171254407,0.6710729705389932,5.154876,results/sbm_normalized_TorusMDS_comparison.csv,
6,101,470,TorusMDS,1.3889,,,2944.0,tolerance,0.0355,0.3443920308855723,0.372487044263023,0.2729131972121622,0.2451980840575627,0.9466723834175962,4.546455,results/sbm_normalized_TorusMDS_comparison.csv,
8,102,378,TorusMDS,1.071,,,2304.0,tolerance,0.0198,0.359174464739216,0.3903221291883311,0.2900210071093041,0.211807932715321,0.8502290538231507,4.671493,results/sbm_normalized_TorusMDS_comparison.csv,
3,103,917,TorusMDS,1.457,,,2304.0,tolerance,0.378,0.3540252192765958,0.3976950701863148,0.2813968067058788,0.2405925261294514,1.0,4.379926,results/sbm_normalized_TorusMDS_comparison.csv,
6,104,316,TorusMDS,1.3452,,,2816.0,tolerance,0.0144,0.3426846085499669,0.3736779893823357,0.2771843824758896,0.3098893051482059,0.8562677564183919,4.683345,results/sbm_normalized_TorusMDS_comparison.csv,
7,105,150,TorusMDS,0.9848,,,2304.0,tolerance,0.0027,0.3442185918321619,0.384451187774915,0.283981589039701,0.347829214978286,0.5901350472111102,5.380211,results/sbm_normalized_TorusMDS_comparison.csv,
7,106,115,TorusMDS,1.1402,,,2560.0,tolerance,0.0016,0.3312417664506644,0.3763420116682264,0.2707698359989963,0.4144059424277901,0.5448362489073794,5.694808,results/sbm_normalized_TorusMDS_comparison.csv,
4,107,122,TorusMDS,1.0262,,,2304.0,tolerance,0.002,0.3178140699772959,0.3575231391371599,0.2634495549631919,0.4583292314730701,0.6928208453160144,5.183453,results/sbm_normalized_TorusMDS_comparison.csv,
4,108,747,TorusMDS,1.3411,,,2304.0,tolerance,0.137,0.3364661510646796,0.3679078926439569,0.2644635350974719,0.251283871654361,0.9995959595959596,4.449165,results/sbm_normalized_TorusMDS_comparison.csv,
3,109,817,TorusMDS,1.3728,,,2304.0,tolerance,0.2969,0.3557136996975236,0.3966730832353708,0.2797328146251414,0.2452030431085756,1.0,4.346785,results/sbm_normalized_TorusMDS_comparison.csv,
4,110,822,TorusMDS,1.6068,,,3072.0,tolerance,0.1758,0.34358818087957,0.3801207853814098,0.2700748924644651,0.246740325077984,0.9991919191919192,4.397537,results/sbm_normalized_TorusMDS_comparison.csv,
3,111,118,TorusMDS,1.4109,,,3200.0,tolerance,0.002,0.3183414744314381,0.3610546832472402,0.2636800830381939,0.4708305970588268,0.783221526253829,4.942406,results/sbm_normalized_TorusMDS_comparison.csv,
7,112,739,TorusMDS,1.2632,,,2432.0,tolerance,0.2087,0.3481279899452873,0.3781053484591245,0.2748609435473546,0.1869070663146961,0.9830220573077714,4.463297,results/sbm_normalized_TorusMDS_comparison.csv,
3,113,313,TorusMDS,1.2306,,,2560.0,tolerance,0.0167,0.3391388616860013,0.3703391134486759,0.2708240996254571,0.2949372175793438,0.9610109231915192,4.475535,results/sbm_normalized_TorusMDS_comparison.csv,
5,114,471,TorusMDS,1.108,,,2304.0,tolerance,0.0382,0.3406015142667499,0.3673662088046991,0.2679017833858768,0.2667344905983648,0.9575538681576968,4.495025,results/sbm_normalized_TorusMDS_comparison.csv,
3,115,513,TorusMDS,1.3103,,,2432.0,tolerance,0.0564,0.351182551171551,0.3835706867520359,0.2753405674143511,0.287524838820393,0.9935312306740878,4.368044,results/sbm_normalized_TorusMDS_comparison.csv,
7,116,321,TorusMDS,1.4823,,,3328.0,tolerance,0.0142,0.3526237459364562,0.3785860499852148,0.2845654427576197,0.2576766992215894,0.8125513939322743,4.772948,results/sbm_normalized_TorusMDS_comparison.csv,
3,117,123,TorusMDS,1.3493,,,3072.0,tolerance,0.0022,0.3253591950236615,0.3610475208365961,0.2667665191045631,0.4347470123684585,0.7951029449152798,4.886298,results/sbm_normalized_TorusMDS_comparison.csv,
7,118,157,TorusMDS,1.0099,,,2304.0,tolerance,0.0031,0.3345320821440377,0.374656519777746,0.2755042416718578,0.3833176444740616,0.6573032478677099,5.233142,results/sbm_normalized_TorusMDS_comparison.csv,
6,119,308,TorusMDS,1.5838,,,3328.0,tolerance,0.0132,0.339321449187203,0.3694799963584126,0.2716391617974161,0.3093716739054333,0.8661924154787094,4.673347,results/sbm_normalized_TorusMDS_comparison.csv,
4,120,152,TorusMDS,0.9891,,,2304.0,tolerance,0.0029,0.3226645349832742,0.3607676412396128,0.2677134922572831,0.4279135313534561,0.733043567705986,5.044683,results/sbm_normalized_TorusMDS_comparison.csv,
6,121,632,TorusMDS,1.3263,,,2560.0,tolerance,0.1785,0.3408197071128034,0.375154706460678,0.2683660335302781,0.2570726995811847,0.9836218047825186,4.465521,results/sbm_normalized_TorusMDS_comparison.csv,
5,122,650,TorusMDS,1.2752,,,2304.0,tolerance,0.0882,0.3395501386129478,0.3722896738780963,0.2661235686768608,0.2537864669594356,0.989688723974438,4.44613,results/sbm_normalized_TorusMDS_comparison.csv,
5,123,451,TorusMDS,1.1141,,,2304.0,tolerance,0.0338,0.3397463689354714,0.367980436030982,0.2672701611735974,0.2860109800950146,0.9558977171780922,4.485714,results/sbm_normalized_TorusMDS_comparison.csv,
6,124,116,TorusMDS,1.2712,,,2816.0,tolerance,0.0017,0.3160811919235012,0.3635930796191489,0.2609228334789032,0.4577074163885431,0.5680195688826942,5.698352,results/sbm_normalized_TorusMDS_comparison.csv,
6,125,240,TorusMDS,1.4006,,,3072.0,tolerance,0.0075,0.3501119340721818,0.3777395953080102,0.2869179272982626,0.2886827997094415,0.7806371123904953,4.825735,results/sbm_normalized_TorusMDS_comparison.csv,
5,126,986,TorusMDS,1.4414,,,2304.0,tolerance,0.3676,0.3415162846711337,0.3749589666739956,0.2682818612193059,0.2242106066763634,0.9995959595959596,4.489327,results/sbm_normalized_TorusMDS_comparison.csv,
