epsilon,eps_actual,graph_type,exp_idx,n,method,t_embed,r0_fit,r1_fit,n_iter,termination_reason,t_spd,stress,pointwise_stress,distortion,sgs,np_score,alpha,source_shard,theta_fit
0.1,0.1,toroidal,192,563,wrap_python,1.8886,,,,,0.0391,0.4162895296040332,0.3347564452395442,0.2986307564330204,0.196579772255968,0.4150297700915619,11.693282,results/grg_normalized_wrap_python_comparison.csv,
0.34,0.34,euclidean,193,271,wrap_python,0.7553,,,,,0.0199,0.1670005077821831,0.2181676999811063,0.1411127698555343,0.9230031194983394,0.939201910260792,6.202273,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,euclidean,194,215,wrap_python,0.5686,,,,,0.0145,0.2051800337387499,0.2589298678643764,0.1801302717731041,0.8715543594900848,0.9004318897588313,5.170975,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,toroidal,195,638,wrap_python,3.9007,,,,,0.0806,0.4252961727225306,0.3578140187978688,0.3120244088446876,0.1168113260390822,0.3288098431161729,7.132904,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,toroidal,196,186,wrap_python,0.2232,,,,,0.0063,0.1526454884808813,0.1947471296144526,0.1285299562616147,0.8954000556505282,0.844790927255643,6.077584,results/grg_normalized_wrap_python_comparison.csv,
0.1,0.11,toroidal,197,142,wrap_python,0.0952,,,,,0.0021,0.2764725873780013,0.2254961289859599,0.1800672100123559,0.8815643314424588,0.7943069047300213,26.551135,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,toroidal,198,733,wrap_python,5.3833,,,,,0.1122,0.4213842689823547,0.3569015743080387,0.3118331180261665,0.123536237159534,0.34911679569767,7.134053,results/grg_normalized_wrap_python_comparison.csv,
0.34,0.34,euclidean,199,636,wrap_python,8.2874,,,,,0.2839,0.1754586743596005,0.2426532021510284,0.1525383225021956,0.9154535067220784,0.9503939005631966,6.044977,results/grg_normalized_wrap_python_comparison.csv,
0.28,0.28,euclidean,0,433,TorusMDS_random_1x_scale2,12.0121,0.8390257888631157,1.1918584783371262,10000.0,max_iters,0.0876,0.1870257269706271,0.2523418469228404,0.1574938887945408,0.8970689014843936,0.8552495007923934,6.983884,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,toroidal,1,633,TorusMDS_random_1x_scale2,6.4193,1.0011513802913503,0.9988499438606224,10000.0,max_iters,0.081,0.1982532250094668,0.2859506136445276,0.161555781094695,0.8039422895115947,0.6478491226635361,7.771733,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,toroidal,2,271,TorusMDS_random_1x_scale2,5.8998,1.000769626840346,0.9992309650296082,10000.0,max_iters,0.0333,0.1997746201092436,0.2669945179248065,0.1766943051762193,0.8628678710900485,1.0,3.785852,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,toroidal,3,400,TorusMDS_random_1x_scale2,6.0375,0.9989560727443704,1.001045018178589,10000.0,max_iters,0.0517,0.1653900165939207,0.2143889663202736,0.1451936424083177,0.858702424018018,0.9847196552324908,4.771836,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,toroidal,4,505,TorusMDS_random_1x_scale2,6.2557,0.9989515751709944,1.0010495251772602,10000.0,max_iters,0.2686,0.2009754189721647,0.2690576512551944,0.1772545148786101,0.8643805464177307,1.0,3.79141,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,toroidal,5,211,TorusMDS_random_1x_scale2,5.6745,0.9918025740579496,1.0082651791359147,10000.0,max_iters,0.0138,0.2378659146105508,0.303086832926926,0.1986942454586251,0.7338210115215977,0.9881930216153144,4.115324,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,toroidal,6,318,TorusMDS_random_1x_scale2,5.7926,0.9992247581466496,1.0007758433195637,10000.0,max_iters,0.0155,0.0985129988569073,0.1364036565439727,0.085367555459793,0.9539380800867449,0.9346888013329374,8.239156,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,euclidean,7,139,TorusMDS_random_1x_scale2,5.8681,1.020808942539647,0.979615242703618,10000.0,max_iters,0.0029,0.1045859846368907,0.1638622030735046,0.0932181575886183,0.9712810085390514,0.937109091386892,15.921963,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,toroidal,8,269,TorusMDS_random_1x_scale2,5.7338,1.002286567288892,0.9977186491732828,10000.0,max_iters,0.0319,0.2009496379693132,0.268065185019966,0.1779893179564085,0.8637465000578664,1.0,3.784749,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.13,euclidean,9,171,TorusMDS_random_1x_scale2,5.5967,1.033607804702421,0.9674849545934912,10000.0,max_iters,0.003,0.089433282379667,0.1210399413569099,0.0729087332257669,0.9825886908241172,0.9332035946509628,38.670111,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,toroidal,10,537,TorusMDS_random_1x_scale2,6.4111,1.0005431395313047,0.9994571553091064,10000.0,max_iters,0.3135,0.1989881285180602,0.2666603560897495,0.1758617398785522,0.8637940516285629,1.0,3.797266,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,toroidal,11,357,TorusMDS_random_1x_scale2,5.929,0.997768928895258,1.0022360599134033,10000.0,max_iters,0.0673,0.261177859510302,0.3318539388137294,0.2233892330652988,0.709828800803468,1.0,3.725515,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,12,452,TorusMDS_random_1x_scale2,6.0314,0.9984270250413546,1.0015754531069312,10000.0,max_iters,0.0493,0.1342905409991835,0.1804665923650723,0.1176468355644391,0.9222425214129006,0.9617446386407184,5.896117,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,euclidean,13,362,TorusMDS_random_1x_scale2,5.7787,0.8134106141708825,1.2293913831199634,10000.0,max_iters,0.0321,0.2021011455663629,0.2699392112559605,0.1674439516731499,0.8728565904365722,0.8312047997146081,7.166065,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,14,329,TorusMDS_random_1x_scale2,6.219,0.9985034355169142,1.001498807545225,10000.0,max_iters,0.0231,0.1318636286340313,0.1791929816601531,0.1150716170549101,0.9225096678682396,0.9433934480584464,6.008246,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,euclidean,15,823,TorusMDS_random_1x_scale2,6.3845,1.2552631978408642,0.7966456769544955,10000.0,max_iters,0.2138,0.1822649392977817,0.235227273727601,0.1518502822134636,0.8933895920175232,0.8260950006697793,8.579213,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,euclidean,16,123,TorusMDS_random_1x_scale2,5.8987,1.0129903007180907,0.9871762832192152,10000.0,max_iters,0.0018,0.0837946200889875,0.1277469773488096,0.0725832322729848,0.9817260214693552,0.9233571632611048,35.441097,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.1,euclidean,17,856,TorusMDS_random_1x_scale2,6.2945,0.9992302085079996,1.0007703845274554,10000.0,max_iters,0.0994,0.0576886846408414,0.1005026832835442,0.0508996952053677,0.9923610717918891,0.9394522340404692,22.465122,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,toroidal,18,467,TorusMDS_random_1x_scale2,6.076,0.9984040076097352,1.0015985436537718,10000.0,max_iters,0.1342,0.1679967534829176,0.21690631378591,0.1477725771023519,0.8644885909217552,0.9823674733562816,4.773217,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,euclidean,19,250,TorusMDS_random_1x_scale2,5.6241,1.0055876053927129,0.9944434424581728,10000.0,max_iters,0.0201,0.1779193587915495,0.245348916909542,0.1557714679142617,0.9140419535715466,0.9854970263586474,6.263435,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,euclidean,20,199,TorusMDS_random_1x_scale2,5.6117,1.0002680515996054,0.9997320202327998,10000.0,max_iters,0.0117,0.1796838895082278,0.2492786078118036,0.1586865921369127,0.9143172046786172,0.9780690129385664,6.330948,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,toroidal,21,634,TorusMDS_random_1x_scale2,6.5806,1.025345959896056,0.9752805775929274,10000.0,max_iters,0.2593,0.2170373565301879,0.2964153575043632,0.1843040027513057,0.7664595358954736,0.9474583745980258,4.69423,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,euclidean,22,426,TorusMDS_random_1x_scale2,6.007,0.997133718670704,1.0028745205137757,10000.0,max_iters,0.0509,0.1297478353783548,0.1929268610216379,0.1157423138547694,0.9560927562241548,0.9768764509773727,7.960764,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,euclidean,23,961,TorusMDS_random_1x_scale2,7.0818,1.0013463453508062,0.9986554648578314,10000.0,max_iters,0.9383,0.2293102169701279,0.2935927591538466,0.1991716017002428,0.8470675876565931,0.9466808342778968,41.139268,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,toroidal,24,119,TorusMDS_random_1x_scale2,5.963,0.9980598933187724,1.001943878011946,10000.0,max_iters,0.0046,0.1995174615520882,0.2672139100996282,0.1762899200018871,0.8623737237413613,1.0,3.786221,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.1,toroidal,25,558,TorusMDS_random_1x_scale2,6.1873,0.9974251210199152,1.0025815260973696,10000.0,max_iters,0.0388,0.0761905219297495,0.105756752874492,0.065142895292932,0.9716222258023056,0.9101493228993226,13.020559,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,euclidean,26,533,TorusMDS_random_1x_scale2,6.0527,1.001691212452383,0.998311642918138,10000.0,max_iters,0.0662,0.110189199111238,0.1708733199840647,0.098600123543686,0.9695033173178336,0.9693786646578084,10.019269,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,euclidean,27,367,TorusMDS_random_1x_scale2,5.9782,0.9924712511401942,1.007585860901418,10000.0,max_iters,0.0196,0.0772402739069727,0.1318505156647677,0.0690494218379182,0.985248168203298,0.940551174724976,14.476002,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,euclidean,28,198,TorusMDS_random_1x_scale2,5.6381,0.9934527660519072,1.0065903827256049,10000.0,max_iters,0.0047,0.0824894616626516,0.1288425643237849,0.0719484120919179,0.9815128675042056,0.9151091607285986,22.675582,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,toroidal,29,441,TorusMDS_random_1x_scale2,6.2373,0.972374238244655,1.0284106269672626,10000.0,max_iters,0.0654,0.2128370550377782,0.2879881292961496,0.1793316633604103,0.776412365527405,0.9361977367998062,4.752062,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,euclidean,30,164,TorusMDS_random_1x_scale2,5.7025,0.98783656962993,1.0123132011347045,10000.0,max_iters,0.0062,0.158234245598782,0.2232201283358764,0.1405412183065192,0.9349638885970434,0.9758994571179712,6.550339,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.12,toroidal,31,165,TorusMDS_random_1x_scale2,5.7865,0.9704514076516458,1.0304482966538815,10000.0,max_iters,0.0029,0.1353503653382788,0.1481960358025822,0.1058120527777246,0.9276261652339404,0.8873487656134712,13.25649,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,euclidean,32,180,TorusMDS_random_1x_scale2,5.8373,1.0024322105210657,0.9975736907737616,10000.0,max_iters,0.0081,0.1541365375180026,0.2195804692598595,0.1367595683761049,0.9366481700616752,0.976539755066114,6.497003,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,euclidean,33,154,TorusMDS_random_1x_scale2,5.6357,0.9931015771115655,1.006946341690946,10000.0,max_iters,0.0029,0.0814542135560105,0.1315688055008965,0.0718229348672712,0.9825023825402528,0.9209245340251344,30.772312,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,34,654,TorusMDS_random_1x_scale2,6.3597,1.0008956155729625,0.9991051858365372,10000.0,max_iters,0.1285,0.134814182800692,0.1826382788705927,0.1175013960730958,0.9237586292056104,0.9623568265709274,5.875928,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,euclidean,35,695,TorusMDS_random_1x_scale2,6.2606,0.996005191362288,1.0040108311405969,10000.0,max_iters,0.2249,0.1077090056583412,0.1720363574661523,0.0965542613119012,0.9730715615751592,0.9742626668092282,9.867914,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,toroidal,36,135,TorusMDS_random_1x_scale2,6.0104,1.0001643630940953,0.999835663916692,10000.0,max_iters,0.005,0.1840679840701672,0.2322352212299663,0.1595371439844069,0.8420830411236295,0.9929627950119776,4.168781,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,37,275,TorusMDS_random_1x_scale2,5.731,0.9944836607112246,1.0055469380812454,10000.0,max_iters,0.0152,0.1294313707042573,0.1767965046541792,0.1124801538038998,0.9229571902353016,0.9371257904447102,6.04151,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,38,107,TorusMDS_random_1x_scale2,5.9904,1.001930396620756,0.9980733226307268,10000.0,max_iters,0.0019,0.1268036741768219,0.1702677896524486,0.11032460496978,0.9249184103129954,0.9023934452550412,6.416946,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,toroidal,39,111,TorusMDS_random_1x_scale2,6.0049,1.0127106053969614,0.9874489263475432,10000.0,max_iters,0.0016,0.1251852010521533,0.1482046219328164,0.1024137857087712,0.924403858757336,0.8890134469768719,9.18128,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,euclidean,40,503,TorusMDS_random_1x_scale2,6.2406,1.0001764475177892,0.9998235836104448,10000.0,max_iters,0.0769,0.1333559222249905,0.1979255138310435,0.1188718097211146,0.9521729395664608,0.97471875456355,8.067175,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,toroidal,41,188,TorusMDS_random_1x_scale2,5.7686,0.9984539537023314,1.0015484402579966,10000.0,max_iters,0.0106,0.2450690372683758,0.3115469271969486,0.2057483485764714,0.7205784861245869,0.988792777342114,4.089379,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.1,euclidean,42,599,TorusMDS_random_1x_scale2,6.2142,0.998554406881951,1.0014476858827983,10000.0,max_iters,0.0429,0.0567121408912959,0.1031503828529809,0.0501844119776618,0.992115481906136,0.9488093018093016,23.842682,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,toroidal,43,189,TorusMDS_random_1x_scale2,5.6776,0.995763134566645,1.004254892841759,10000.0,max_iters,0.0049,0.1102129147372498,0.1409816843128981,0.0929350757259615,0.941272478938054,0.9103617187290104,8.602063,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,euclidean,44,613,TorusMDS_random_1x_scale2,6.561,0.9998874829466048,1.0001125297149072,10000.0,max_iters,0.2479,0.1550204819212378,0.2248711255322289,0.1368767294906502,0.9366660808356252,0.9766492546338594,6.360659,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,toroidal,45,238,TorusMDS_random_1x_scale2,5.6782,0.9886592773995636,1.0114708098732108,10000.0,max_iters,0.0234,0.2615778632659001,0.3319143949074902,0.2237551873562287,0.7131975483765617,1.0,3.719415,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,euclidean,46,691,TorusMDS_random_1x_scale2,6.4383,1.000278032749997,0.9997220445307264,10000.0,max_iters,0.3287,0.1612502068516889,0.229271701103948,0.1420069194724638,0.9315415119746754,0.9828989583675772,6.338253,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,euclidean,47,374,TorusMDS_random_1x_scale2,5.8676,0.9914330649143086,1.0086409616431664,10000.0,max_iters,0.0447,0.1637233753005222,0.2295204073089777,0.1452437194556426,0.9289234478529952,0.9838072301929056,6.438174,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,toroidal,48,294,TorusMDS_random_1x_scale2,5.6903,0.9981387096512976,1.0018647612107467,10000.0,max_iters,0.0306,0.1899700403445259,0.2383055123387099,0.1635233713725709,0.8411655375614232,0.9977590110552186,4.114345,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,euclidean,49,242,TorusMDS_random_1x_scale2,5.6788,0.993881066324948,1.00615660553599,10000.0,max_iters,0.0077,0.0787259082692649,0.1300545385520261,0.0703187617197319,0.984242445525248,0.9415885119705965,16.77302,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,50,597,TorusMDS_random_1x_scale2,6.4425,1.0025714404438866,0.9974351549025294,10000.0,max_iters,0.1028,0.1347339589837332,0.1799008867200011,0.1184829819175607,0.9232470286033572,0.9546658582631437,5.912811,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,euclidean,51,109,TorusMDS_random_1x_scale2,5.9735,1.0038775285549604,0.9961374485983944,10000.0,max_iters,0.0029,0.1571656772107612,0.2249550025767042,0.1389761672471798,0.9299559517640802,0.9696641710387416,6.103058,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.176,toroidal,52,142,TorusMDS_random_1x_scale2,5.6046,1.0067050224795793,0.9933396354146876,10000.0,max_iters,0.0028,0.1728438185450557,0.2329085748430586,0.1422971372576332,0.8455954681773624,0.7277480996962258,7.966027,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.1,euclidean,53,544,TorusMDS_random_1x_scale2,6.2268,1.0816025299787937,0.9245540503863342,10000.0,max_iters,0.035,0.2140162473291579,0.2327298982722018,0.160865675887108,0.8714078195362935,0.7967819040785543,19.319519,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,54,664,TorusMDS_random_1x_scale2,6.3139,1.0187860371730102,0.9815603703942204,10000.0,max_iters,0.214,0.2174035601449054,0.2973002001049079,0.1802841900499113,0.7660557548928342,0.7260176947662014,5.766053,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,euclidean,55,169,TorusMDS_random_1x_scale2,5.6545,1.0156217835280532,0.9846185028901344,10000.0,max_iters,0.0046,0.1075716036280285,0.1662518195442515,0.09628338546128,0.9716036567719344,0.9431714791966288,11.934821,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,euclidean,56,993,TorusMDS_random_1x_scale2,6.7619,0.9968886406187684,1.0031210701521291,10000.0,max_iters,0.4532,0.1077802800560021,0.1709801072677337,0.0963689241824231,0.9720136913825994,0.9732807213667708,9.797528,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.16,euclidean,57,147,TorusMDS_random_1x_scale2,5.6597,0.9771330658620824,1.0234020676782063,10000.0,max_iters,0.0027,0.1114698043170641,0.149058701832661,0.0877448594640094,0.9726489556963122,0.8969862056421216,34.251743,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,euclidean,58,430,TorusMDS_random_1x_scale2,6.0754,1.002795568475807,0.9972122249402676,10000.0,max_iters,0.0635,0.1585563484130618,0.2248559113732014,0.1393076064253447,0.9301652733459927,0.9802660280318788,6.381474,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.1,toroidal,59,208,TorusMDS_random_1x_scale2,5.6897,0.9828308917883846,1.017469035980721,10000.0,max_iters,0.0043,0.1686162098964602,0.1775509735279817,0.1274764428317902,0.883392954051627,0.8682634985665283,16.834537,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.16,0.16,toroidal,60,477,TorusMDS_random_1x_scale2,6.0577,0.964123757877871,1.0372112416367545,10000.0,max_iters,0.0392,0.1875835251618563,0.2585847829785405,0.1520659809614933,0.8187164126156009,0.6653819116967736,7.857255,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,euclidean,61,803,TorusMDS_random_1x_scale2,6.4299,0.9979376851996044,1.0020665767321766,10000.0,max_iters,0.3717,0.1339661577565089,0.200686933355691,0.1191216785330845,0.954407872968198,0.976059045165432,7.902905,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,euclidean,62,188,TorusMDS_random_1x_scale2,5.6047,0.9993277341540528,1.000672718091344,10000.0,max_iters,0.0102,0.1719742253589327,0.242595738405074,0.1530175330603088,0.920924204629605,0.977994661843136,6.028511,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,euclidean,63,850,TorusMDS_random_1x_scale2,6.6638,0.996456048953723,1.0035565553041683,10000.0,max_iters,0.5295,0.1499156709440172,0.2188447134867527,0.1310729316503985,0.9375280898044352,0.9852165712161604,6.326376,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.1,toroidal,64,238,TorusMDS_random_1x_scale2,5.7013,1.0131632341910028,0.9870077853727948,10000.0,max_iters,0.0058,0.1446684464188726,0.1504648388619682,0.1113347572081406,0.901623933429364,0.8920441502941502,15.930306,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,euclidean,65,119,TorusMDS_random_1x_scale2,6.0711,0.9936386007730088,1.0064021257044988,10000.0,max_iters,0.0037,0.175056726898662,0.2414076073797071,0.1559807517907691,0.915049685402156,0.984280721554096,6.012948,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,euclidean,66,907,TorusMDS_random_1x_scale2,6.8995,0.9986454632437382,1.00135637401472,10000.0,max_iters,0.8116,0.2284783898843957,0.2915338148315929,0.1965883417223334,0.8510676480724823,0.9461708194764656,41.368193,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,toroidal,67,468,TorusMDS_random_1x_scale2,6.0952,1.0190980698834715,0.9812598311704628,10000.0,max_iters,0.076,0.2042734617716319,0.2821123175968461,0.17240541485263,0.7843535002369437,0.9480191901481204,4.742704,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,euclidean,68,239,TorusMDS_random_1x_scale2,5.8139,1.0018866616036226,0.9981168911854732,10000.0,max_iters,0.0176,0.1680902707162647,0.2380968213031077,0.1487295732948046,0.9235761114345324,0.9685645860550492,6.011037,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,euclidean,69,110,TorusMDS_random_1x_scale2,6.0183,1.002196466005549,0.9978083478838202,10000.0,max_iters,0.0024,0.1240673174857512,0.1843561847292413,0.1107928618872333,0.9589481264296098,0.95862254906792,8.418444,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.28,0.28,toroidal,70,516,TorusMDS_random_1x_scale2,6.1927,0.999153253667901,1.000847463919064,10000.0,max_iters,0.0986,0.1680594743154853,0.2191131098014331,0.1482867443142401,0.8585424385887802,0.9831272298174116,4.77238,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,euclidean,71,817,TorusMDS_random_1x_scale2,6.2398,1.003329653562535,0.9966813962383032,10000.0,max_iters,0.3031,0.1106504314816428,0.174865070527654,0.0981417212428694,0.969718520807122,0.9692195017488788,9.932074,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.11,toroidal,72,182,TorusMDS_random_1x_scale2,5.7003,0.9843016994596826,1.0159486675162044,10000.0,max_iters,0.0035,0.2485775674663903,0.2546809328970127,0.1829771855518582,0.7715925109136486,0.8292893357072922,15.498511,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.1,toroidal,73,523,TorusMDS_random_1x_scale2,6.2233,1.0109999674720591,0.9891197153056652,10000.0,max_iters,0.0332,0.0776681238268627,0.108730096270741,0.0667405243997391,0.9729692415731228,0.932274182559786,13.257375,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,euclidean,74,545,TorusMDS_random_1x_scale2,6.3521,1.0021338493861534,0.9978706942316534,10000.0,max_iters,0.1285,0.1614795197139125,0.2273701847358801,0.1423114975113527,0.9308622836073752,0.9776687177428284,6.395385,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,toroidal,75,389,TorusMDS_random_1x_scale2,5.9619,1.0228118720395232,0.977696903347401,10000.0,max_iters,0.1247,0.2487873937016578,0.3136528571959708,0.2079956779700643,0.7021723476521038,0.9934953091488046,4.068265,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,76,226,TorusMDS_random_1x_scale2,5.6982,1.0033083302499253,0.9967025787086796,10000.0,max_iters,0.0094,0.1280919638436664,0.1735623533191035,0.1117346411764953,0.925703460778107,0.9378965957920564,6.116884,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,77,181,TorusMDS_random_1x_scale2,5.6311,1.000545203618033,0.9994550934669806,10000.0,max_iters,0.0058,0.1276207523256714,0.1758594006523308,0.1112847840479961,0.9265297395332956,0.9399176472119868,6.140796,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,euclidean,78,116,TorusMDS_random_1x_scale2,5.9421,1.0042664366550529,0.9957516884968663,10000.0,max_iters,0.002,0.1073128049125586,0.160298463631214,0.0961209252526431,0.9699631035454106,0.9402284817646724,14.145336,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,euclidean,79,327,TorusMDS_random_1x_scale2,5.8262,0.8181764073817182,1.2222303050758252,10000.0,max_iters,0.0203,0.1699673886085425,0.2306739932624006,0.1413812006478752,0.9186007180332192,0.8420294913303042,8.95652,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,euclidean,80,641,TorusMDS_random_1x_scale2,6.4829,0.999953291276626,1.0000467109051807,10000.0,max_iters,0.2802,0.1601560853614242,0.2295642492315144,0.1409339707726064,0.9316651534483849,0.9831180793885532,6.394081,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.1,0.1,euclidean,81,304,TorusMDS_random_1x_scale2,5.7233,0.8210707455004054,1.2179218483670922,10000.0,max_iters,0.0089,0.1931028439722838,0.2384290580663252,0.1494421986667133,0.9040884225638688,0.8269449686116348,21.134645,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.22,0.22,toroidal,82,503,TorusMDS_random_1x_scale2,6.1252,0.9987913995823774,1.001210062900149,10000.0,max_iters,0.0644,0.1331172956395279,0.1785458113535682,0.1167808885652302,0.9246286564088084,0.9666466782740508,5.918338,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.34,0.34,toroidal,83,191,TorusMDS_random_1x_scale2,5.6687,0.9597164209166008,1.041974460585894,10000.0,max_iters,0.011,0.2433317088704877,0.3109430532127285,0.203794028956587,0.7213552573798675,0.987171781578484,4.096785,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
0.4,0.4,euclidean,84,210,TorusMDS_random_1x_scale2,5.6567,0.990367067840085,1.00972662810863,10000.0,max_iters,0.0134,0.1812748738757177,0.2463107395194931,0.1594824751199091,0.9113799134943232,0.9837393070810848,6.367627,results/grg_normalized_TorusMDS_random_1x_scale2_comparison.csv,
