epsilon,eps_actual,graph_type,exp_idx,n,method,t_embed,r0_fit,r1_fit,n_iter,termination_reason,t_spd,stress,pointwise_stress,distortion,sgs,np_score,alpha,source_shard,theta_fit
0.28,0.28,euclidean,0,433,TorusMDS,7.6048,,,2816.0,tolerance,0.1043,0.201948292971399,0.2688363096497132,0.169405178587516,0.8758586085030465,0.8401362991946714,6.56684,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,1,633,TorusMDS,2.1072,,,2944.0,tolerance,0.0792,0.1033969181181819,0.1490799851545501,0.0901907339177069,0.952431268011933,0.9545346592901582,7.901089,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,2,271,TorusMDS,2.5763,,,4352.0,tolerance,0.0332,0.200127788416519,0.2674966664952107,0.1767765938101908,0.8620294957947646,1.0,3.783469,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,3,400,TorusMDS,1.9728,,,3328.0,tolerance,0.052,0.2043740154078998,0.2800106562950314,0.1727124154861305,0.7882680460100571,0.9490328656092692,4.726689,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,4,505,TorusMDS,2.1491,,,3072.0,tolerance,0.2847,0.2023794693261789,0.2703293195933705,0.178887055776137,0.8623202801052005,1.0,3.791622,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,5,211,TorusMDS,1.7397,,,3072.0,tolerance,0.0142,0.2341416445986505,0.3046056083991211,0.1954938909192997,0.7380277462288442,0.9861935600284464,4.104034,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,6,318,TorusMDS,1.7539,,,3072.0,tolerance,0.0157,0.0997842905402453,0.1385354346989948,0.0863841997297619,0.9530415997789964,0.9274117685442482,8.236891,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,7,139,TorusMDS,1.545,,,2688.0,tolerance,0.0031,0.1079993811341023,0.1667300081756632,0.0955370607434533,0.9701925223398964,0.9326125635971758,11.911759,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,8,269,TorusMDS,2.2846,,,3584.0,tolerance,0.0324,0.201883766265916,0.2690532632501011,0.1785009070934975,0.8624577012268069,1.0,3.784229,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.13,euclidean,9,171,TorusMDS,2.3197,,,4224.0,tolerance,0.0036,0.09002272721069,0.1229427901542755,0.0745654846199943,0.9823530293092696,0.9161044838374556,25.893899,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,10,537,TorusMDS,2.292,,,3456.0,tolerance,0.35,0.1996294350110275,0.2672027043274583,0.1761543726138915,0.8618214820312423,1.0,3.793476,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,11,357,TorusMDS,1.6804,,,2816.0,tolerance,0.0684,0.1995099977894212,0.2654333466727508,0.1765831730231254,0.8622364445050728,1.0,3.783046,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,12,452,TorusMDS,1.7009,,,2816.0,tolerance,0.0492,0.1356832457164985,0.1825038609393515,0.1187818749579504,0.9209783886248776,0.950879213978064,5.894036,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,13,362,TorusMDS,1.7602,,,3072.0,tolerance,0.0325,0.1346524583068376,0.1974451535332302,0.1195207167883918,0.9515546323613496,0.9549030251022312,8.131079,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,14,329,TorusMDS,1.3231,,,2304.0,tolerance,0.0231,0.1331361924639449,0.1813693100816852,0.1157971928663443,0.920754389365372,0.9342634778991444,6.004426,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,15,823,TorusMDS,1.7468,,,2304.0,tolerance,0.2135,0.1166729426480294,0.1781294814473125,0.1034456274900967,0.9653148181766754,0.9426069323358224,9.839426,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,16,123,TorusMDS,1.5344,,,2688.0,tolerance,0.0019,0.0894922712325759,0.1329652927164596,0.0757466126711347,0.9806075651610134,0.9009826955504172,18.2746,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,euclidean,17,856,TorusMDS,1.685,,,2560.0,tolerance,0.0998,0.1814143248827575,0.20246355969458,0.1341560064489034,0.9144293924897876,0.823546355691092,17.837333,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,18,467,TorusMDS,1.7611,,,2688.0,tolerance,0.1489,0.1688551644858926,0.2184042210475757,0.1482977536397328,0.8628661340349004,0.9781234771189794,4.771561,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,19,250,TorusMDS,2.1169,,,3712.0,tolerance,0.0204,0.1791257855030669,0.2474685951953268,0.1569046466389214,0.9129810141364444,0.9837830493209524,6.318768,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,20,199,TorusMDS,1.7603,,,3200.0,tolerance,0.0123,0.1811520226723945,0.2507238858952039,0.1600795213745451,0.9119961489027462,0.9764113781793736,6.419622,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,21,634,TorusMDS,1.7288,,,2432.0,tolerance,0.2739,0.1704995679631732,0.2186113208596926,0.1497042463218753,0.8536362663451341,0.9775208668840571,4.738285,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,22,426,TorusMDS,2.4908,,,4224.0,tolerance,0.0516,0.1310241241520081,0.1947744329761617,0.1164966554487929,0.9550213611626376,0.9648582691837856,8.000268,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,23,961,TorusMDS,2.3051,,,2304.0,tolerance,0.9531,0.2195763079057983,0.287529047043934,0.1917733693928676,0.8593288466722597,0.9480366188418288,6.663767,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,24,119,TorusMDS,1.3224,,,2304.0,tolerance,0.0046,0.2530015972015571,0.3223257398595298,0.2162510946024007,0.7371592430042718,1.0,3.713153,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,25,558,TorusMDS,2.6226,,,4224.0,tolerance,0.0387,0.1893352195043974,0.2121762681235653,0.1466204163520389,0.8138029425201619,0.7645120353502705,12.742832,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,26,533,TorusMDS,1.6969,,,2688.0,tolerance,0.0664,0.1156190115976427,0.1785312887118231,0.1026806013165668,0.9657760905239178,0.9442091610902428,9.923205,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,27,367,TorusMDS,1.6559,,,2816.0,tolerance,0.0197,0.0821585380857998,0.1382174328704674,0.07274359819746,0.9831026515945228,0.9235159898798064,14.196594,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,28,198,TorusMDS,2.0337,,,3456.0,tolerance,0.0048,0.0836979393597387,0.1291200492019768,0.0730047596004735,0.981193395169971,0.9137588583881951,16.349009,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,29,441,TorusMDS,1.4053,,,2304.0,tolerance,0.0684,0.1694600589013263,0.2168431382010235,0.1483743722817061,0.8562575056434143,0.97323221173158,4.786142,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,30,164,TorusMDS,1.6648,,,3072.0,tolerance,0.0064,0.1600082282968016,0.2252670566358184,0.1420809988176121,0.9332079435721328,0.9711936920163372,6.540869,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.12,toroidal,31,165,TorusMDS,1.6373,,,2944.0,tolerance,0.003,0.1374620804551914,0.1517246621764902,0.1078176014714698,0.9246960546735464,0.8790182642733793,13.243882,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,32,180,TorusMDS,1.2798,,,2304.0,tolerance,0.0079,0.1565717614993577,0.2238632964816891,0.1388385178683196,0.934743672460919,0.9675657697583508,6.533762,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,33,154,TorusMDS,1.7599,,,3200.0,tolerance,0.0029,0.2025772676984983,0.2316465134631739,0.1568996266589989,0.8797199569901976,0.8271284437813731,12.838134,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,34,654,TorusMDS,1.8937,,,2944.0,tolerance,0.1319,0.2158751830713356,0.2975088172436486,0.1800707113974771,0.7683182449132425,0.7205359257133145,5.784911,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,35,695,TorusMDS,2.2671,,,3456.0,tolerance,0.2625,0.1104699869732695,0.1749772620484139,0.0988628459685486,0.9711839300581888,0.9567682024742432,9.864207,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,36,135,TorusMDS,1.4929,,,2560.0,tolerance,0.0051,0.1846513251479364,0.2331666626362364,0.1598313793271757,0.8413810550534199,0.9925303802416252,4.169151,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,37,275,TorusMDS,2.2738,,,3840.0,tolerance,0.0155,0.1300247277126319,0.1777182138640153,0.113079318346003,0.9224167884647704,0.9367311513787264,6.040537,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,38,107,TorusMDS,1.63,,,2816.0,tolerance,0.0019,0.1270290567156333,0.1708288469144454,0.1103818722958992,0.9247966010975042,0.9037384734577424,6.416347,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,39,111,TorusMDS,1.5444,,,2688.0,tolerance,0.0016,0.1256621254433504,0.149291631278353,0.1029470550318691,0.9235072429899172,0.8829919808382181,9.182602,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,40,503,TorusMDS,1.7572,,,2816.0,tolerance,0.0747,0.1379151448282058,0.2031660273780995,0.1221491510642846,0.9484473577668242,0.9555027340349584,8.106584,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,41,188,TorusMDS,1.5045,,,2688.0,tolerance,0.0104,0.1894496327396025,0.2398993078809892,0.1630317349331457,0.8441077868011166,0.9953138514296852,4.145566,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,euclidean,42,599,TorusMDS,2.2782,,,3584.0,tolerance,0.0426,0.0620211367297239,0.1086143302439248,0.0537400474125953,0.990798806730726,0.9229802893185244,22.859206,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,43,189,TorusMDS,1.4241,,,2560.0,tolerance,0.0048,0.186973843877231,0.2544085825061474,0.1504598085350994,0.82509374035555,0.7018635783555512,8.549661,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,44,613,TorusMDS,1.7842,,,2432.0,tolerance,0.2621,0.1576086507202791,0.2278554564894657,0.1389332635955235,0.9338152191299912,0.9604286285160224,6.461274,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,45,238,TorusMDS,1.4854,,,2560.0,tolerance,0.0238,0.2619775930190894,0.3329715856564146,0.2228689207870333,0.7123421674274258,1.0,3.740539,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,46,691,TorusMDS,1.9105,,,2688.0,tolerance,0.3393,0.1654482116684089,0.2355432053651979,0.1462598922035616,0.9281941039607184,0.970202899514479,6.401231,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,47,374,TorusMDS,1.4446,,,2304.0,tolerance,0.0447,0.16724098944958,0.2340486211330511,0.1479932422423046,0.9238562917196476,0.9692242111471976,6.495978,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,48,294,TorusMDS,2.3104,,,3840.0,tolerance,0.031,0.1908533073576527,0.239251264907683,0.1638724408472828,0.8401219519370691,0.997352953052511,4.113824,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,49,242,TorusMDS,1.3252,,,2304.0,tolerance,0.0078,0.2035971363213042,0.2556551553458893,0.1596450156127983,0.8799791457602163,0.8029613205205941,11.509458,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,50,597,TorusMDS,1.7314,,,2432.0,tolerance,0.1017,0.1364232060854043,0.1811561701975086,0.1197105381626308,0.9208430187631108,0.9417106740475528,5.911561,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,51,109,TorusMDS,1.8873,,,3328.0,tolerance,0.003,0.157675336878876,0.2256724471762285,0.1392262858883389,0.929496951190834,0.9679473027594502,6.105641,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.176,toroidal,52,142,TorusMDS,1.3229,,,2432.0,tolerance,0.0028,0.1746494479522281,0.2356353726189976,0.1432419317289503,0.8438337343428695,0.7200212336709809,7.96473,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,euclidean,53,544,TorusMDS,2.7121,,,4352.0,tolerance,0.0349,0.0635337420160558,0.1074011792663542,0.0541956089945968,0.9907430076804956,0.9353269729266536,23.218282,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,54,664,TorusMDS,1.763,,,2688.0,tolerance,0.227,0.2174734608815247,0.2932388425543363,0.182198643551059,0.7590487921963343,0.7188091046004764,5.799101,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,55,169,TorusMDS,1.8152,,,3328.0,tolerance,0.0046,0.1099259381851236,0.1689618283633652,0.098154664706957,0.9707187443415908,0.943861971597444,11.062763,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,56,993,TorusMDS,3.0871,,,4224.0,tolerance,0.4723,0.1100991447606126,0.173520532339799,0.0986066062483639,0.9701756334033116,0.9519590310862736,9.779816,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.16,euclidean,57,147,TorusMDS,1.955,,,3584.0,tolerance,0.0029,0.1024577170649344,0.1441851992350115,0.0837203608191357,0.9753606197056072,0.9045647818957884,18.363439,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,58,430,TorusMDS,1.8497,,,2944.0,tolerance,0.0663,0.1620983154901501,0.2283502750609342,0.1418999196376859,0.9264766982534994,0.9668033914936708,6.404353,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,59,208,TorusMDS,2.2205,,,3968.0,tolerance,0.0042,0.2132746054537049,0.2551134053441714,0.1670101394115041,0.8053193518370448,0.7347455574728302,16.723006,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,60,477,TorusMDS,1.9867,,,3328.0,tolerance,0.0391,0.1004957018701323,0.1409701719369246,0.0878814850247042,0.953788249410286,0.9339093555291832,7.97827,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,61,803,TorusMDS,2.0706,,,2688.0,tolerance,0.3881,0.1375581461064273,0.204825852697651,0.1212796120827929,0.9515376833364272,0.957248770058922,7.931948,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,62,188,TorusMDS,2.1842,,,3968.0,tolerance,0.0106,0.1728151886354482,0.2438653061148376,0.1537672489354289,0.920560337220512,0.973739610901478,6.084473,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,63,850,TorusMDS,3.0008,,,3968.0,tolerance,0.5474,0.1513461182562883,0.2194325443483621,0.132050719182058,0.9366860250063032,0.9843358858765608,6.351589,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,64,238,TorusMDS,1.9224,,,3328.0,tolerance,0.0058,0.1447937072957358,0.1521010770263358,0.1120862337137327,0.901416490934702,0.8840704018204016,15.932409,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,65,119,TorusMDS,1.6355,,,2816.0,tolerance,0.0039,0.1759971046768626,0.2428362781754344,0.1564734836808415,0.9139550383776386,0.9823900715321744,6.065027,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,66,907,TorusMDS,2.3417,,,2304.0,tolerance,0.8529,0.2075310793051166,0.2748416733809415,0.1818800578419376,0.874931514115041,0.9563626917842096,6.803318,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,67,468,TorusMDS,1.9969,,,3200.0,tolerance,0.0787,0.1639778182724003,0.2122736045907339,0.143019960171977,0.857077418865785,0.9804179270504404,4.783016,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,68,239,TorusMDS,2.1201,,,3712.0,tolerance,0.0177,0.1698044441795662,0.2400625978754684,0.1503300234064009,0.9224945943767632,0.968143873003406,6.048122,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,69,110,TorusMDS,1.6293,,,2944.0,tolerance,0.0024,0.1251546407860078,0.1856081983149121,0.1115498827315494,0.9581878184987274,0.9546474313596842,8.443104,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,70,516,TorusMDS,1.5337,,,2304.0,tolerance,0.1037,0.1704478568271596,0.221201091316206,0.1497369726537629,0.8554522845275172,0.973936052952032,4.769517,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,71,817,TorusMDS,1.9847,,,2560.0,tolerance,0.3164,0.1149475727502109,0.179361206046109,0.1017417830992816,0.9668037807630178,0.9532009704818958,9.813129,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.11,toroidal,72,182,TorusMDS,2.0563,,,3712.0,tolerance,0.0035,0.2092097518919518,0.1953320895580995,0.149981918380688,0.853093192756498,0.916625988390694,15.990583,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,73,523,TorusMDS,1.8447,,,2944.0,tolerance,0.0332,0.0788954093488619,0.1126453851033753,0.067474204798726,0.9720461393608208,0.9244055964675156,13.251523,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,74,545,TorusMDS,2.2339,,,3328.0,tolerance,0.1363,0.1629988265624749,0.2301673597926934,0.1434978576525104,0.9297624942373844,0.9738570728054,6.426045,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,75,389,TorusMDS,1.9814,,,3072.0,tolerance,0.1334,0.1893149148836382,0.2388080979093676,0.1620651937057048,0.8346130774802744,0.9991747627692328,4.127468,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,76,226,TorusMDS,1.9278,,,3328.0,tolerance,0.0099,0.2093829039318112,0.2867629540244372,0.1736413968490721,0.7738735610902885,0.6911259982809829,6.016503,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,77,181,TorusMDS,1.8615,,,3328.0,tolerance,0.0058,0.1287156593946606,0.1773980874283345,0.1122301021134309,0.9254413703914663,0.9353606844580404,6.139886,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,78,116,TorusMDS,1.4699,,,2560.0,tolerance,0.0021,0.1098623449347073,0.1636147672380655,0.0980224804954617,0.9688291261420492,0.934807784445196,11.237902,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,79,327,TorusMDS,1.76,,,3072.0,tolerance,0.0204,0.1895945911497647,0.2451109834680899,0.1535718888233473,0.900441792665164,0.8340142536841807,8.41746,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,80,641,TorusMDS,2.9504,,,4096.0,tolerance,0.2892,0.1615527892469201,0.2314435245588233,0.1417557131362537,0.930137950921768,0.9755243368524013,6.409937,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,euclidean,81,304,TorusMDS,2.0253,,,3328.0,tolerance,0.0102,0.2110067572219781,0.2820924571768877,0.159434508401831,0.8855666370311422,0.829353148337105,21.193384,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,82,503,TorusMDS,1.9018,,,2688.0,tolerance,0.0647,0.1352264964223076,0.1808583679202907,0.1183855502377427,0.922347846357647,0.9499015131799772,5.912695,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,83,191,TorusMDS,1.3073,,,2304.0,tolerance,0.0111,0.2428288602571032,0.3109343772737925,0.2033015659222603,0.7175991755844814,0.9918309092158604,4.093553,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,84,210,TorusMDS,2.6688,,,4736.0,tolerance,0.0135,0.1822656084420132,0.2470802584172025,0.1600183215736567,0.9105351040340548,0.9841667766113658,6.40845,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,85,217,TorusMDS,1.893,,,3200.0,tolerance,0.0096,0.1252552827937173,0.1920282004066818,0.111608060840439,0.958548025476152,0.954809147940367,8.373421,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,86,110,TorusMDS,1.3149,,,2304.0,tolerance,0.0019,0.1159904754314114,0.1660803693597267,0.0987707212821861,0.9688588636256832,0.9383221279684544,11.423078,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,87,719,TorusMDS,2.2242,,,2304.0,tolerance,0.5601,0.2010773755595394,0.268660565958149,0.1774904699040506,0.8593934454912135,1.0,3.784003,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,88,106,TorusMDS,1.3365,,,2304.0,tolerance,0.0043,0.256002062613677,0.3238991029923099,0.2184987563134802,0.7254609736523675,1.0,3.72313,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.12,euclidean,89,266,TorusMDS,2.3707,,,3968.0,tolerance,0.0076,0.0732488850754595,0.1205580399233517,0.0646218906912974,0.9859857319544288,0.8876806948678662,24.063509,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,90,408,TorusMDS,1.8049,,,2944.0,tolerance,0.0342,0.1034712777965981,0.1642466703377852,0.091931514598295,0.9724499843566566,0.9522866604624464,10.128055,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,91,592,TorusMDS,1.6315,,,2304.0,tolerance,0.117,0.137152183664827,0.2161715488115141,0.1209661016484092,0.9512759153262196,0.9442400353596336,7.963227,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,92,359,TorusMDS,1.6907,,,2816.0,tolerance,0.0484,0.1779573539748607,0.2443174090904046,0.1571583567430778,0.911456695490104,0.981966629063072,6.178054,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,93,100,TorusMDS,1.3159,,,2304.0,tolerance,0.0018,0.1302110389707187,0.1763442017019536,0.1122132094094697,0.9288057197810136,0.8970093189709144,6.52001,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,94,466,TorusMDS,1.6727,,,2560.0,tolerance,0.1537,0.1576142741514328,0.2274159785078635,0.1380698137489603,0.9336459139891944,0.9662748599211304,6.353787,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,95,754,TorusMDS,1.8756,,,2304.0,tolerance,0.4128,0.1598023417360782,0.2240463917456661,0.1399972012291631,0.928584377568433,0.9589444710397796,6.362295,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,96,310,TorusMDS,1.7894,,,2944.0,tolerance,0.0231,0.1383609355058148,0.2020613569784863,0.1230356892031003,0.9498875228368124,0.9577013280517512,8.114847,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,97,392,TorusMDS,2.5693,,,4224.0,tolerance,0.0305,0.1100241844490379,0.1719435382955355,0.0979860837214675,0.969567841697452,0.937871347506686,10.044948,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,98,472,TorusMDS,2.1725,,,3072.0,tolerance,0.2638,0.2006299828386307,0.2700298371360677,0.1766492811910664,0.8628978647763815,1.0,3.795909,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,99,734,TorusMDS,2.0641,,,3200.0,tolerance,0.0731,0.1827565353980392,0.2476765613263293,0.1482139271706106,0.8286611284707124,0.6995866038845915,12.535894,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,100,431,TorusMDS,2.3035,,,3840.0,tolerance,0.0293,0.0885033374423464,0.144433213112543,0.0788960438398726,0.9813808729842148,0.9245593491134172,13.960067,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,101,196,TorusMDS,2.3376,,,4096.0,tolerance,0.0081,0.1284365793388755,0.1934133421289273,0.1151196857555166,0.9586443985572032,0.9639718077467668,8.228216,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,102,194,TorusMDS,1.3717,,,2432.0,tolerance,0.0144,0.2040072746743252,0.2708329738736096,0.1809446396862142,0.858949112749265,1.0,3.779811,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,103,229,TorusMDS,2.5043,,,4480.0,tolerance,0.0112,0.1289060295239355,0.191058726256122,0.1139461536137846,0.9578188727417314,0.9616839618376902,8.138303,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,104,111,TorusMDS,1.3185,,,2304.0,tolerance,0.0029,0.2051575050111062,0.2732419821933048,0.1745256846094039,0.7991980488919809,0.8816591521367002,4.923661,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,105,791,TorusMDS,1.8934,,,2816.0,tolerance,0.1225,0.0853480181076702,0.1459992216721196,0.0759459944575265,0.9827805389558176,0.9388626081361438,13.371366,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,106,807,TorusMDS,1.8414,,,2304.0,tolerance,0.4023,0.2078271692794512,0.2739649468277205,0.1742154988952209,0.8615688459074461,0.815963333046617,6.472811,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,euclidean,107,578,TorusMDS,1.9685,,,3072.0,tolerance,0.0396,0.0652333994060324,0.1107801285175196,0.0561578378994736,0.9899725231772238,0.901020040846666,22.480593,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,108,251,TorusMDS,2.1511,,,3712.0,tolerance,0.0125,0.1285360389913868,0.1738759515203892,0.1122233310715748,0.9227262991465428,0.9342167544265644,6.074986,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,109,657,TorusMDS,1.8278,,,2304.0,tolerance,0.3601,0.2063199283702194,0.2732604760487525,0.1804268374137999,0.8803143041298378,0.958173684796872,6.367733,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,110,166,TorusMDS,1.8942,,,3456.0,tolerance,0.0048,0.1292003021014441,0.1730793294185131,0.1120475970345966,0.9203634114899288,0.9124124303961466,6.203192,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,111,454,TorusMDS,1.9938,,,3328.0,tolerance,0.122,0.1296798190526243,0.1986285621760074,0.1150094850425919,0.9564484491946552,0.9638333035817896,8.068019,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,112,754,TorusMDS,2.4088,,,3328.0,tolerance,0.3098,0.1364832642472122,0.2026535220184434,0.1212461429539042,0.95176125306292,0.9621112359016754,7.95327,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,113,143,TorusMDS,1.2595,,,2304.0,tolerance,0.0027,0.123365437400447,0.1502541503352093,0.0997575473852199,0.9294175162548572,0.9025413441673098,9.28075,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,114,858,TorusMDS,2.1836,,,2304.0,tolerance,0.6574,0.1924378374957791,0.2651361433225242,0.1691663234674415,0.9017708573595868,0.9512215532232292,6.422644,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,euclidean,115,730,TorusMDS,1.5047,,,2304.0,tolerance,0.0693,0.1958796157850446,0.2194286379663937,0.1451819412882328,0.8971212277900403,0.7592854955502011,18.209033,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,116,899,TorusMDS,1.6404,,,2304.0,tolerance,0.2647,0.2100339001875098,0.3035983977188687,0.1717564937051342,0.7760287758893181,0.6241680158603128,7.653012,results/grg_normalized_TorusMDS_comparison.csv,
